Style,Link,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Article number,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.zalando.co.uk/more-and-more-day-dress-leo-flowers-big-m5821c0na-t11.html,More & More,Day dress,89.99,3,black multi-coloured,--,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,--,Button,,Round neckline,Floral,Slip,M5821C0NA-T11,Short,"22.0 "" (Size 10)",Long,"38.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","15.0 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/jdy-sweat-dress-jrs-day-dress-rose-brown-jy121c0q7-j11.html,JDY,JDYPARIS  ,21.59,1,dusty pink,Sweat,"60% cotton, 40% polyester",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,,Round neckline,Plain,Embroidery,JY121C0Q7-J11,--,"20.5 "" (Size S)",Long,"32.5 "" (Size S)",Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/bcbgmaxazria-day-dress-day-dress-multi-mx121c087-t11.html,BCBGMAXAZRIA,DAY DRESS ,154.99,4,black multi-coloured,Jersey,"96% polyester, 4% elastane",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Laces,Wrap dresses,Low v-neck,Floral,--,MX121C087-T11,Short,"25.0 "" (Size XS)",Long,"35.5 "" (Size XS)",Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/rich-and-royal-vest-long-day-dress-buttermilk-ri521i078-a11.html,Rich & Royal,VEST LONG ,129.99,4,white,Rib,"52% viscose, 26% polyester, 22% polyamide",--,Hand wash only,--,--,Button,,Low v-neck,Plain,--,RI521I078-A11,Calf length,Short,Short,"47.0 "" (Size S)",Loose Fit,Loose fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/missguided-cut-out-bodycon-midi-dress-cocktail-dress-party-dress-burgundy-m0q21c24n-g11.html,Missguided,CUT OUT BODYCON MIDI DRESS ,34.99,1,burgundy,"Mesh, satin","95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,Bodycon dresses,Round neckline,Plain,--,M0Q21C24N-G11,Calf length,Spaghetti straps,Spaghetti straps,"47.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/lace-and-beads-gabriella-occasion-wear-sage-ls721c0gi-m11.html,Lace & Beads,GABRIELLA ,139.99,4,pastel green,Tulle,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",--,--,Zip,Wrap dresses,Low v-neck,Plain,"Bust darts, sequins, underskirt, rhinestones",LS721C0GI-M11,Maxi/long,Short,Short,"58.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,yes,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/mango-lake-day-dress-mandarijn-m9121c5jp-h11.html,Mango,LAKE ,49.99,2,yellow,--,100% lyocell,--,--,Turn-down collar,--,Drawstring fastening,Button down dresses,--,Plain,--,M9121C5JP-H11,Calf length,Extra long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/lyle-and-scott-racer-dress-shift-dress-jet-black-ly221c009-q11.html,Lyle & Scott,RACER DRESS ,38.24,1,black,Rib,"98% cotton, 2% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Bodycon dresses,Round neckline,Plain,--,LY221C009-Q11,Knee length,Sleeveless,Sleeveless,"42.5 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/superdry-day-dress-red-floral-su221c0pv-g11.html,Superdry,Day dress,100,3,burnt orange,--,100% silk,--,--,Standing collar,--,--,,--,Prints in general,Border,SU221C0PV-G11,Short,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/tory-burch-day-dress-sand-t0721c01g-a11.html,Tory Burch,Day dress,310,5,white multi-coloured,--,100% cotton,--,Hand wash only,Standing collar,--,--,,Low v-neck,Prints in general,"Tassels, rhinestones",T0721C01G-A11,Extra short,"25.0 "" (Size S)",Long,"31.0 "" (Size S)",Regular Fit,Regular fit,--,"15.0 "" (Size S)",Yes,No,yes,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/abercrombie-and-fitch-twist-front-skirt-slim-cocktail-dress-party-dress-black-solid-a0f21c097-q11.html,Abercrombie & Fitch,TWIST FRONT SKIRT SLIM ,55.24,2,black,--,"65% polyester, 33% viscose, 2% elastane",100% polyester,Machine wash at 30Â°C,--,--,Zip,,Low v-neck,Plain,--,A0F21C097-Q11,Extra short,"23.0 "" (Size S)",Long,"31.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S","13.5 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/bcbgmaxazria-short-evening-cocktail-dress-party-dress-shocking-pink-mx121c07s-j11.html,BCBGMAXAZRIA,SHORT EVENING ,209.99,5,pink,--,100% viscose,"92% polyester, 8% elastane",Dry cleaning,--,Asymmetrical,Zip,,Strapless,Plain,"Slip, wired bustier",MX121C07S-J11,Short,One shoulder,One shoulder,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/tommy-jeans-curve-badge-crew-dress-day-dress-cranberry-crush-t2c21c009-g11.html,Tommy Hilfiger,BADGE CREW DRESS ,79.99,2,red,Sweat,"70% cotton, 30% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Round neckline,Plain,"Inseam pockets, elasticated waist",T2C21C009-G11,Short,"25.5 "" (Size 18)",Long,"35.5 "" (Size 18)",Loose Fit,Loose fit,--,--,No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/needle-and-thread-arapastel greena-midi-dress-cocktail-dress-party-dress-petal-pinkdaffodil-nt521c0fu-j11.html,Needle & Thread,ARApastel greenA MIDI DRESS ,364.99,5,pastel pink,Tulle,100% polyester,100% polyester,Dry cleanable,--,--,Zip,,Low v-neck,Floral,"Slip, border, embroidery",NT521C0FU-J11,Calf length,Elbow length,Elbow length,"43.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",--,No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,https://www.zalando.co.uk/wal-g-nina-midi-dress-cocktail-dress-party-dress-wine-wg021c0r1-g11.html,WAL G.,NINA MIDI DRESS ,33.99,1,burgundy,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Strapless,Plain,--,WG021C0R1-G11,Knee length,Strapless,Strapless,"39.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/inwear-dress-day-dress-green-patches-flowers-in321c0e6-m11.html,InWear,DRESS ,106.24,3,black/green,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,Button,Button down dresses,--,Floral,--,IN321C0E6-M11,Calf length,"19.0 "" (Size 8)",Elbow length,"53.0 "" (Size 8)",Loose Fit,Loose fit,--,"16.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/object-objbaya-fania-short-dress-day-dress-sky-captaindots-chipmunk-ob121c0pr-k11.html,Object,BAYA FANIA  ,39.99,1,army green,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Polka dot,--,OB121C0PR-K11,Knee length,"23.5 "" (Size 8)",Long,"39.5 "" (Size 8)",Regular Fit,Regular fit,--,"15.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/needle-and-thread-iris-smocked-ankle-gown-occasion-wear-moonshine-nt521c0fp-j11.html,Needle & Thread,IRIS SMOCKED ANKLE GOWN ,374.99,5,white multi-coloured,--,100% cotton,--,Dry cleanable,--,--,--,,Square neckline,Floral,--,NT521C0FP-J11,Calf length,"23.5 "" (Size 8)",Long,"51.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",--,Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/only-carmakoma-carnova-34-kim-tunic-dress-day-dress-black-ona21c0cx-q11.html,",Only",CARNOVA 3/4 KIM TUNIC DRESS ,37.99,1,black,--,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry",Peter pan collar,--,--,,--,Plain,Bust darts,ONA21C0CX-Q11,Short,"18.0 "" (Size 16)",Elbow length,"36.5 "" (Size 16)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 16","15.5 "" (Size 16)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/soyaconcept-sc-radia-121-day-dress-black-so821c08y-q11.html,Soyaconcept,SC,69.99,2,black,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",Turn-down collar,--,Button,Button down dresses,--,Plain,--,SO821C08Y-Q11,Calf length,"26.5 "" (Size S)",Long,"41.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 8""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/bruuns-bazaar-checka-allure-dress-day-dress-snow-whitegreen-br321c095-m11.html,Bruuns Bazaar,CHECKA ALLURE DRESS ,99.99,3,pastel green,--,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",--,--,--,,V-neck,Checked,--,BR321C095-M11,Knee length,Elbow length,Elbow length,"37.5 "" (Size 8)",Loose Fit,Loose fit,--,"15.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/tom-tailor-denim-dress-day-dress-brunnera-blue-to721c0ep-k11.html,TOM TAILOR,DRESS ,40.99,2,pastel blue,PiquÃ©,"60% cotton, 40% polyester",--,"Machine wash at 40Â°C, do not tumble dry",Polo shirt,--,--,Polo dresses,--,Plain,--,TO721C0EP-K11,Short,Short,Short,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,https://www.zalando.co.uk/mamalicious-mlnoma-midi-dress-day-dress-sudan-brown-m6429f0u4-o11.html,MAMALICIOUS,MLNOMA MIDI DRESS ,43.99,2,orange,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,,Henley neckline,Plain,--,M6429F0U4-O11,Calf length,Elbow length,Elbow length,"45.5 "" (Size S)",Loose Fit,Loose fit,--,"14.5 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/love-copenhagen-danca-dress-day-dress-black-flower-mix-l1g21c05q-q11.html,Love Copenhagen,DANCA DRESS ,99.99,3,white,--,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C",Standing collar,--,Button,,--,Floral,Slip,L1G21C05Q-Q11,Knee length,"23.5 "" (Size 8)",Long,"38.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/american-eagle-rufflenk-slim-mini-day-dress-black-am421c02e-q11.html,American Eagle,RUFFLENK SLIM MINI ,54.99,2,black,Chiffon,100% polyester,100% viscose,"Machine wash at 30Â°C, Machine wash on gentle cycle",Volant/frill collar,--,Button,,--,Floral,Elasticated waist,AM421C02E-Q11,Extra short,"25.0 "" (Size S)",Long,"32.5 "" (Size S)",Regular Fit,Regular fit,--,"14.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/retrofete-gabrielle-robe-cocktail-dress-party-dress-blacksilver-coloured-r0w21c00l-q11.html,retrofÃªte,GABRIELLE ROBE ,645,5,silver,--,100% polyester,"95% polyester, 5% elastane",Dry clean only,--,--,Belt,Wrap dresses,Low v-neck,--,"Belt included, rhinestones",R0W21C00L-Q11,Short,"22.5 "" (Size S)",Long,"33.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","16.5 "" (Size S)",No,No,yes,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/marc-cain-day-dress-paradise-green-m4r21c07r-m11.html,Marc Cain,Day dress,269.99,5,orange,Chiffon,100% polyester,"95% viscose, 5% elastane","Do not tumble dry, machine wash at 30Â°C, Do not iron, Machine wash on gentle cycle",--,--,Zip,,Round neckline,Floral,"Elasticated waist, slip",M4R21C07R-M11,Calf length,Elbow length,Elbow length,"45.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","17.5 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/derhy-aimee-robe-day-dress-noir-rd521c0lk-t11.html,Derhy,AIMEE ROBE ,124.99,4,multi-coloured,--,100% viscose,100% cotton,Hand wash only,Standing collar,--,Laces,,Low v-neck,Prints in general,"Slip, tassels, rhinestones",RD521C0LK-T11,Calf length,"19.5 "" (Size S)",Long,"46.0 "" (Size S)",Loose Fit,Loose fit,--,--,No,No,yes,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/31-phillip-lim-puffed-dress-shirring-detail-day-dress-khaki-31021c01e-n11.html,3.1 Phillip Lim,PUFFED DRESS SHIRRING DETAIL ,460,5,sand,--,100% polyester,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Round neckline,Plain,--,31021C01E-N11,Calf length,Elbow length,Elbow length,"50.0 "" (Size 10)",Regular Fit,Regular fit,--,"18.0 "" (Size 10)",No,Yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/just-cavalli-dress-cocktail-dress-party-dress-blush-ju621c0c3-g11.html,Just Cavalli,DRESS ,614.99,5,orange,--,100% acetate,100% polyester,Dry clean only,--,--,Zip,,Round neckline,Prints in general,"Shoulder pads, slip",JU621C0C3-G11,Short,Extra short,Short,"35.5 "" (Size 10)",Slim Fit,Slim fit,--,--,No,No,No,yes,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/hofmann-copenhagen-cori-day-dress-golden-hour-0hc21c02l-e11.html,Hofmann Copenhagen,CORI ,334.99,5,yellow,--,"50% polyester, 50% cotton",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Laces,Wrap dresses,Low v-neck,Checked,"Inseam pockets, slip",0HC21C02L-E11,Calf length,Elbow length,Elbow length,"48.0 "" (Size 8)",Regular Fit,Regular fit,--,"15.5 "" (Size 8)",No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/true-religion-dress-painted-spots-day-dress-mottled-brown-tr121c016-o11.html,True Religion,DRESS PAINTED SPOTS ,174.99,4,brown,--,100% viscose,--,Machine wash at 30Â°C,Turn-down collar,--,Button,Button down dresses,--,Animal print,--,TR121C016-O11,Knee length,"24.5 "" (Size S)",Long,"37.5 "" (Size S)",Loose Fit,Loose fit,--,"15.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/naf-naf-klucell-day-dress-rouge-phare-na521c17e-g11.html,NAF NAF,KLUCELL ,69.99,2,red,--,"68% viscose, 27% polyester, 5% elastane",100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,V-neck,Plain,--,NA521C17E-G11,--,Elbow length,Elbow length,"33.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/mango-day-dress-orange-m9121c5k3-h11.html,Mango,BEA,49.99,2,brown,--,"55% viscose, 45% polyamide",--,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",Turn-down collar,--,--,Button down dresses,--,Plain,--,M9121C5K3-H11,Calf length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/anna-field-day-dress-dark-green-an621c1ph-m11.html,Anna Field,Day dress,30.99,1,dark green,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Round neckline,Plain,Bust darts,AN621C1PH-M11,Knee length,"17.5 "" (Size 10)",Elbow length,"38.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/danefa-koebenhavn-dal-dress-day-dress-sageoff-white-dai21c00o-m11.html,DanefÃ¦ KÃ¸benhavn,DAL DRESS ,79.99,2,pastel green,--,"96% cotton, 4% elastane",--,--,--,--,--,,Round neckline,Floral,"Inseam pockets, bust darts",DAI21C00O-M11,Knee length,Short,Short,"38.0 "" (Size 10)",Loose Fit,Loose fit,--,"12.5 "" (Size 10)",No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/superdry-body-red-aop-su221c0jd-t11.html,Superdry,Day dress,31.49,1,red,--,100% viscose,--,--,--,--,--,,Spaghetti straps,Floral,--,SU221C0JD-T11,--,Spaghetti straps,Spaghetti straps,--,--,,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/victoria-beckham-dolman-cocktail-dress-party-dress-dark-navycopper-v0921c02w-k11.html,Victoria Beckham,SLEEVE DETAIL DOLMAN MIDI ,"1,010,00",5,black,--,100% polyester,--,Dry clean only,--,--,Zip,,Round neckline,Prints in general,Zip fastening,V0921C02W-K11,Calf length,"24.0 "" (Size 4)",Long,"47.0 "" (Size 4)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 4",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/gestuz-moriana-solid-long-dress-day-dress-black-ge221c0aa-q11.html,Gestuz,MORIANA SOLID LONG DRESS ,149.99,4,black,--,"85% viscose, 15% nylon",100% viscose,--,--,--,Zip,,Round neckline,Plain,Slip,GE221C0AA-Q11,Calf length,"27.0 "" (Size 8)",Long,"49.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/object-tall-objdonna-shirt-dress-day-dress-beige-ob721c02c-c11.html,Object,OBJDONNA SHIRT DRESS ,54.99,2,brown,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,Button,Button down dresses,--,Animal print,"Belt included, bust darts",OB721C02C-C11,Knee length,"45.5 "" (Size 8)",Long,"14.5 "" (Size 8)",Regular Fit,Regular fit,Our model is 6'  tall and is wearing size 8,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/marc-cain-day-dress-brown-m4r21c06r-o11.html,Marc Cain,Day dress,284.99,5,orange,Chiffon,100% viscose,"85% polyester, 15% elastane",Machine wash at 30Â°C,Standing collar,--,Zip,,--,Animal print,Slip,M4R21C06R-O11,Calf length,"25.0 "" (Size 10)",Long,"51.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/mango-day-dress-russet-m9121c5kn-h11.html,Mango,ROMERA ,35.99,1,brown,--,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,Button,,Round neckline,Prints in general,--,M9121C5KN-H11,Calf length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/superdry-day-dress-black-su221c0o6-a11.html,Superdry,Day dress,35,1,white,--,100% viscose,100% viscose,--,--,--,Zip,,Round neckline,Prints in general,--,SU221C0O6-A11,Knee length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/tommy-hilfiger-script-hoodie-dress-day-dress-black-to121c0k0-q11.html,Tommy Hilfiger,SCRIPT HOODIE DRESS ,97.99,3,black,Sweat,"88% cotton, 12% polyester",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Hooded dresses,--,Plain,"Inseam pockets, embroidery",TO121C0K0-Q11,Knee length,"26.0 "" (Size S)",Long,"35.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",--,No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/karl-lagerfeld-monogram-dress-day-dress-off-white-k4821c04o-a11.html,KARL LAGERFELD,MONOGRAM DRESS ,214.99,5,white,Sweat,100% cotton,--,--,--,--,--,,Round neckline,Plain,Inseam pockets,K4821C04O-A11,Short,"25.0 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S",--,No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/wal-g-josephine-contrast-midi-dress-cocktail-dress-party-dress-blackwhite-wg021c0r6-q11.html,WAL G.,JOSEPHINE CONTRAST MIDI DRESS ,35.99,1,black/white,Jersey,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Bodycon dresses,--,--,--,WG021C0R6-Q11,Short,Sleeveless,Sleeveless,"35.5 "" (Size 10)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 10",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/edc-by-esprit-easycare-dress-day-dress-pink-fuchsia-ed121c0xi-j11.html,Esprit,EASYCARE DRESS ,39,1,pink,--,100% cotton,--,Hand wash only,--,--,--,,Round neckline,Plain,--,ED121C0XI-J11,Knee length,Elbow length,Elbow length,"35.5 "" (Size S)",Loose Fit,Loose fit,--,"15.5 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/puma-crystal-dress-cocktail-dress-party-dress-lavender-fog-pu121c02f-i11.html,Puma,CRYSTAL DRESS ,54.99,2,pastel purple,Jersey,"77% polyester, 23% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Bodycon dresses,Round neckline,Plain,--,PU121C02F-I11,Extra short,Long,Long,--,Bodycon,Slim fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/soliver-day-dress-midnight-blue-chec-so221c13f-k11.html,s.Oliver,Day dress,79.99,2,black multi-coloured,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Button,,--,Prints in general,Slip,SO221C13F-K11,Calf length,"24.0 "" (Size 10)",Long,"47.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","14.5 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/cotton-on-rachael-v-neck-dress-day-dress-tilly-daisy-vibrant-green-c1q21c027-m11.html,Cotton On,RACHAEL V NECK DRESS ,21.99,1,pastel green,--,100% viscose,--,Machine wash at 30Â°C,--,--,Zip,,Low v-neck,Floral,--,C1Q21C027-M11,Short,Sleeveless,Sleeveless,"36.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
