"predict","alternative","casual chic","classic","edgy","girly","sporty","trendy","C1","brand","description","day dress","category","price","color","Bottom part material","Contains non-textile parts of animal origin","Fabric","Sheer","Outer fabric material","Lining","Care instructions","Collar","Cut","Pockets","Fastening","Neckline","Pattern","Details","Article number","Length","Sleeve length","Total length","Fit","Our model's height","Back width"
"edgy",0.12482117532533114,3.4811778091162546E-8,2.003072493318216E-11,0.8737307022730975,1.3765115391243733E-7,1.1053950125797021E-5,0.0014368959684826885,2706,"Love Moschino","Day dress",,"summer-dresses",214.99,"black/red",,,"Sweat",,"64% polyester, 29% cotton, 7% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Hood",,,,,"Print","Inseam pockets","LO921C088-Q11","Short","21.5 "" (Size 8)","32.5 "" (Size 8)","Loose Fit",,
"trendy",1.264020896316872E-6,1.154189655668294E-13,8.05031426444478E-10,1.698673602669958E-6,0.10442554888338294,4.9523645087538216E-14,0.8955714876169217,2707,"Victoria Beckham","CUT OUT DETAIL FLOORLENGTH ","Occasion wear","Occasion dresses",,"black",,,,"Semi-sheer","100% viscose",,"Dry clean only",,,,"Zip","Crew neck","Plain","Zip fastening","V0921C02S-Q11","Long","25.5 "" (Size 4)","61.0 "" (Size 4)","Slim Fit","Our model is 5' 9""  tall and is wearing size 4","13.5 "" (Size 4)"
"alternative",0.6386808045722046,2.848143630788288E-7,8.479390746414821E-12,2.0060990081295826E-5,0.3612976189291557,7.269949784390558E-8,1.157986218150612E-6,2708,"FUBU","ATHLETICS HARLEM SLEEVELESS DRESS ","Day dress","summer-dresses",43.99,"white",,,"Mesh","Semi-sheer","100% polyester",,"Machine wash at 30°C, Machine wash on gentle cycle",,,,,"Crew neck","Print","Embroidery","FU421C002-A11","Short","Sleeveless","34.5 "" (Size S)","Loose Fit",,
"girly",9.759409667141125E-11,2.006032366307113E-17,7.84462655680214E-12,2.2449078523305677E-9,0.9999818643087676,4.494258756321605E-24,1.8133340885797773E-5,2709,"Adrianna Papell","FLORAL GOWN ","Occasion wear","Occasion dresses",254.99,"white multi-coloured",,,,,"90% polyester, 5% metal, 5% elastane","100% polyester","Dry clean only",,,,"Zip","Off-the-shoulder","Floral","Slip","AD421C0EY-K11","Long","Short","58.0 "" (Size 8)","Slim Fit","Our model is 5' 9""  tall and is wearing size 8","13.0 "" (Size 8)"
"alternative",0.9996188657344189,3.64737602401726E-4,1.0233868698734515E-10,1.551315370813152E-5,8.020218139446627E-7,5.098182907032915E-12,8.138022045621976E-8,2710,"PIECES Tall","PCHOPLINA DRESS ","Day dress","summer-dresses",34.99,"navy",,,,,"100% cotton",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Turn-down collar",,,"Button",,"Floral","Belt included","PIP21C04Q-Q11","Knee-length","26.0 "" (Size S)","37.5 "" (Size S)","Loose Fit",,"15.0 "" (Size S)"
"girly",6.739896822199531E-9,7.950908054970373E-10,4.095352746867808E-8,0.00703462787857733,0.564287036438104,1.803374280508912E-15,0.4286782871948017,2711,"Stylein","INDO ","Cocktail dress / Party dress","Cocktail Dresses",284.99,"sand",,,,,"100% polyester",,,,,,,"Crew neck","Plain",,"S9621C00O-B11","Long","23.5 "" (Size S)","49.5 "" (Size S)","Loose Fit",,"19.0 "" (Size S)"
"alternative",0.9998897524541054,2.9150524363572592E-8,1.9395337569891155E-10,1.4933858445571891E-6,1.1541453634729385E-5,4.2491995299237433E-7,9.675844198431686E-5,2712,"LOVE2WAIT","DRESS NURSING RUFFLES ","Day dress","summer-dresses",54.99,"orange",,,"Sweat",,"100% cotton",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Scoop neck","Plain","Zip fastening, belt included, elasticated waist, nursing-friendly","LW229F035-G11","Knee-length","Sleeveless","38.5 "" (Size S)","Regular Fit",,
"alternative",0.9999903838998891,1.610073037843776E-7,2.4589700051644044E-14,3.023136056176217E-8,1.8559228707763392E-6,9.628727923684937E-17,7.568938550991997E-6,2713,"Never Fully Dressed","CURVED WAVE SIERRA DRESS ","Day dress","summer-dresses",119.99,"bright multi-coloured",,,,,"100% viscose",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip","Crew neck","Colourful","Bust darts","NEN21C048-T11","Calf-length","27.5 "" (Size 8)","51.0 "" (Size 8)","Regular Fit",,"14.0 "" (Size 8)"
"edgy",7.23347778850697E-5,9.072971735352185E-8,3.406639184167611E-9,0.9888317105448532,0.005775963511117463,5.1511344817279775E-17,0.0053198970297877474,2714,"2nd Day","CLOTILDE STRUCTURAL OPACITY ","Cocktail dress / Party dress","Cocktail Dresses",199.99,"black",,,,,"100% polyester","100% polyester","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip","Cache-coeur","Plain","Slip","S3821C06B-Q11","Knee-length","Elbow length",,"Regular Fit",,
"alternative",0.753180295922064,6.329957794175022E-9,2.1076027823777836E-10,0.2281006906244872,0.01871768989908262,1.3693713795696012E-13,1.3170135111203761E-6,2715,"MICHAEL Michael Kors","DIAMOND DRESS ","Day dress","summer-dresses",194.99,"black/green",,,,,"100% viscose",,"Dry clean only",,,,"Hook fastening ","Cache-coeur","Print","Elasticated waist","MK121C0K4-M11","Short","21.5 "" (Size S)","37.0 "" (Size S)","Regular Fit","Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)"
"girly",1.4212043084798594E-18,1.520185955450529E-21,3.97611619685312E-12,9.273394789160777E-9,0.9966597495841539,4.617638783262659E-35,0.003340241138475193,2716,"Needle & Thread","EMILANA GOWN ","Occasion wear","Occasion dresses",449.99,"black",,,"Tulle",,"100% polyester","100% polyester","Dry clean only","Standing collar",,,"Zip",,"Plain","Slip, embroidery","NT521C0EJ-Q11","Long","25.5 "" (Size 8)","61.0 "" (Size 8)","Regular Fit","Our model is 5' 10""  tall and is wearing size 8",
"girly",0.07281484816657377,1.3815849611657409E-6,1.1355367901878237E-5,0.39525801847138253,0.42037138571330585,3.4226655029062754E-11,0.11154301066164804,2717,"Marc Cain","Day dress",,"summer-dresses",314.99,"black",,,"Knit",,"100% wool",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Crew neck",,,"M4R21C07M-C11","Knee-length","23.5 "" (Size 10)","37.5 "" (Size 10)","Regular Fit",,
"trendy",6.593762735211344E-8,8.531286111616583E-12,6.251081112014273E-10,0.0035581958706220273,0.0028224204752858723,1.3791190352747029E-15,0.9936193170828239,2718,"WAL G.","SETH FRILL MIDI DRESS ","Cocktail dress / Party dress","Cocktail Dresses",35.99,"black",,,"Jersey",,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,"Zip","Low-cut v-neck","Plain","Padded bust, wired bustier","WG021C0QM-Q11","Knee-length","Sleeveless","42.0 "" (Size 10)","Bodycon","Our model is 5' 9""  tall and is wearing size 10",
"alternative",0.9942318954861238,4.018738279847755E-7,1.0871177887980505E-11,3.322254054266202E-5,0.00572464786078165,3.664745408298678E-7,9.465753312057715E-6,2719,"ONLY Carmakoma","CARSIV BLOCKIG DRESS ","Jersey dress","summer-dresses",29.74,"black/brown",,,"Jersey",,"60% polyester, 40% cotton",,"Do not tumble dry, machine wash at 30°C",,,,,"Crew neck",,,"ONA21C0FV-Q11","Short","21.5 "" (Size S-14/16)","34.5 "" (Size S-14/16)","Regular Fit","Our model is 5' 9""  tall and is wearing size S-14/16",
"alternative",0.6256377734449055,6.02271072085357E-7,6.639190926025802E-7,0.008490387539908498,0.1959616485372607,1.1916277062508072E-5,0.1698970080106982,2720,"Massimo Dutti","Day dress",,"summer-dresses",79.95,"red",,,,,"100% cotton",,,,,,,"Crew neck","Plain",,"M3I21C0GM-G11","Long","Sleeveless",,"Regular Fit",,
"trendy",0.005083194765617794,2.558646079644602E-8,2.8542772058867246E-7,0.06714603245850533,0.011445189240709686,2.1815557821948307E-14,0.916325272520964,2721,"BZR","SATINA MATIKKA DRESS ","Cocktail dress / Party dress","Cocktail Dresses",89.99,"electric blue",,,,,"96% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30°C",,,,"Button",,,"Shoulder pads","BZ121C00V-K11","Calf-length","24.0 "" (Size 8)","50.0 "" (Size 8)","Loose Fit",,"16.0 "" (Size 8)"
"alternative",0.9897394301475451,1.6368134769698446E-7,3.911946035066043E-8,1.9672745841478725E-4,7.46055119452309E-4,1.9221090653139543E-13,0.009317584473587357,2722,"Anna Field Petite","Day dress",,"summer-dresses",32.99,"black multi-coloured",,,"Tulle",,"95% polyester, 5% elastane","100% polyester","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Scoop neck","Floral","Slip","ANI21C03N-T11","Calf-length","19.0 "" (Size S)","42.0 "" (Size S)","Bodycon",,
"alternative",0.9996103342121543,2.196673735303612E-7,5.014200234998773E-10,1.1684172145746419E-4,2.15022392045832E-4,3.748908136683857E-14,5.758150551151177E-5,2723,"Mango","Day dress",,"summer-dresses",49.99,"black multi-coloured",,,,,"100% viscose","100% polyester","Do not tumble dry, machine wash at 30°C",,,,,"V-neck","Print",,"M9121C5JT-I11","Long","Long",,"Regular Fit",,
"alternative",0.9998301837671384,4.528044297090546E-7,3.4620098046414014E-13,1.8368637203644838E-6,1.6675027793547519E-4,3.1393573633856536E-15,7.762864268392882E-7,2724,"SUMMERY Copenhagen","KENYA DRESS ","Day dress","summer-dresses",194.99,"bright multi-coloured",,,,,"100% cotton",,,,,,"Button","V-neck","Colourful",,"CEC21C03V-H11","Short","19.5 "" (Size S)","33.5 "" (Size S)","Loose Fit","Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)"
"alternative",0.6623010619973884,1.1881214807858364E-4,1.985785203708461E-6,0.309175460965107,0.028126546154926366,8.418489427706671E-8,2.760487644018363E-4,2725,"Kaffe","KATILANA INDIA DRESS ","Day dress","summer-dresses",79.99,"navy",,,"Jersey",,"80% polyester, 17% viscose, 3% elastane","100% polyester",,,,,"Zip","Crew neck","Floral","Slip","KA321C0SH-K11","Knee-length","Extra short","36.5 "" (Size M)","Slim Fit","Our model is 5' 10""  tall and is wearing size M",
"alternative",0.9637038061395162,9.345917694684684E-7,5.2032355461799424E-12,7.172314898567794E-5,0.036132009954118055,4.276279497364724E-11,9.1526117644281E-5,2726,"Free People","WILDFLOWER PATCHWORK MINI ","Day dress","summer-dresses",139.99,"multi-coloured",,,,,"100% cotton","100% modal","Machine wash at 30°C",,,,,"Low-cut v-neck","Floral","Slip","FP021C0BK-K11","Extra short","Short","33.0 "" (Size 8/10)","Loose Fit","Our model is 5' 9""  tall and is wearing size 8/10",
"girly",0.011653439979787714,3.327200201235778E-6,3.4044402649972344E-9,0.023220099347201265,0.8026927010363811,2.5378848530052225E-14,0.16243042903196303,2727,"Versace Jeans Couture","CADY ","Day dress","summer-dresses",259.99,"red",,,,,"95% polyester, 5% elastane","100% polyester","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip","Crew neck","Plain","Bust darts","VEI21C04E-G11","Extra short","Elbow length","31.0 "" (Size 10)","Slim Fit",,"14.5 "" (Size 10)"
"alternative",0.9996453121400657,4.566492881021281E-8,1.5337094629148519E-10,1.1943905359256937E-4,2.3512212681444487E-4,3.098118698512771E-11,8.083024658018928E-8,2728,"Esprit Collection","Day dress",,"summer-dresses",75.0,"blue",,,,,"88% polyamide, 12% elastane",,"Do not bleach, do not tumble dry",,,,,"V-neck","Plain",,"ES421C1MA-K11","Knee-length","3/4 length",,"Slim Fit",,
"trendy",3.767778031656275E-8,1.7298303138167474E-12,2.1566167113615487E-11,5.198244244107464E-6,0.02234929997968124,4.774656478767207E-19,0.9776454640749984,2729,"Ted Baker","NIKKITA CONTRAST TULIP BOW  ","Cocktail dress / Party dress","Cocktail Dresses",179.99,"bright multi-coloured",,,,,"95% polyester, 5% elastane","94% polyester, 6% elastane","Hand wash only, Dry cleanable",,,,"Zip","Crew neck",,"Inseam pockets, slip","TE421C0CW-G11","Knee-length","Sleeveless","44.5 "" (Size 10)","Small","Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)"
"alternative",0.9980324707598729,1.4163161176704755E-7,3.335348918712544E-8,0.0017266911090332824,2.3977457054076898E-4,6.648198448162686E-12,8.885688037268363E-7,2730,"Esprit Collection","LENZING ECOVERO ","Day dress","summer-dresses",75.0,"black/white",,,,,"100% viscose",,"Do not bleach, do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"V-neck","Print","Elasticated waist","ES421C1M6-A11","Knee-length","Long",,"Regular Fit",,
"edgy",5.584135628700149E-4,3.063220247218859E-5,6.140363547595656E-6,0.8140481424521276,0.1845912247123995,6.207975749500116E-13,7.654467059622E-4,2731,"Esprit Collection","MATT SHINY ","Day dress","summer-dresses",54.99,"black/white",,,,,"61% polyester, 39% Elastomultiester","100% polyester","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip","Low-cut v-neck","Polka dot","Slip, bow","ES421C135-Q11","Knee-length","19.5 "" (Size 8)","36.5 "" (Size 8)",,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)"
"alternative",0.9999865809254342,6.323296586112174E-8,3.029438357474247E-12,2.1714643882117657E-6,1.1174981271776796E-5,1.0817457061784754E-15,9.392909164733753E-9,2732,"edc by Esprit","Day dress",,"summer-dresses",45.0,"bordeaux",,,,,"58% cotton, 35% viscose, 7% linen",,"Do not tumble dry, machine wash at 30°C, dry cleaning, Do not bleach",,,,"Button","Square neck","Floral","Belt included","ED121C0Z7-K11","Short","3/4 length",,"Regular Fit",,
"girly",2.986350688517482E-11,8.327363198814844E-18,1.1924365886749829E-13,1.746497494002363E-11,0.9999996854665093,5.2775008098288974E-24,3.144860428374524E-7,2733,"Lace & Beads","DIVA ","Occasion wear","Occasion dresses",84.99,"army green",,,"Tulle",,"100% polyester","100% polyester","Do not tumble dry, Hand wash only",,,,"Zip","Backless","Plain","Slip","LS721C0GO-M11","Long","Short","58.5 "" (Size 8)","Regular Fit","Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)"
"alternative",0.9682752723921296,0.0018014631992700487,3.27618853917057E-10,0.02790875715401074,8.504572070637694E-4,1.673873770486886E-5,0.0011473109822020327,2734,"Gap Tall","DRESS HOUNDSTOOTH ","Day dress","summer-dresses",64.99,"bordeaux",,,,,"100% cotton",,"Machine wash at 30°C, Machine wash on gentle cycle",,,,"Button","Crew neck","Checked","Belt included","GAH21C01D-G11","Short","25.5 "" (Size S)","35.5 "" (Size S)","Regular Fit","Our model is 5' 11""  tall and is wearing size S","16.0 "" (Size S)"
"alternative",0.9025971054593217,9.380972739425371E-5,3.664159890188347E-7,0.07848585150953614,0.01826252164634403,1.1719145967453658E-12,5.603452402432032E-4,2735,"BOSS","DELACA ","Day dress","summer-dresses",174.99,"white multi-coloured",,,,,"100% viscose","100% viscose",,,,,"Zip","Crew neck","Print","Slip","BB121C0C1-B11","Knee-length","26.5 "" (Size 8)","38.0 "" (Size 8)","Regular Fit","Our model is 5' 11""  tall and is wearing size 8","15.0 "" (Size 8)"
"edgy",0.45296225162797965,1.1215525066005714E-6,6.205982145782863E-9,0.5380489921233901,2.0218950206989828E-5,0.0073283314879859255,0.0016390780519484637,2736,"Diesel","ROBBIE ","Day dress","summer-dresses",159.99,"black",,,"Sweat",,"97% cotton, 3% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Crew neck",,"Inseam pockets, elasticated waist, embroidery","DI121C0BR-Q11","Short","25.0 "" (Size S)","38.0 "" (Size S)","Loose Fit","Our model is 5' 11""  tall and is wearing size S",
"alternative",0.48839950419767303,4.9970872515446094E-5,6.39194332625863E-8,0.14142818396059167,0.34162907099292183,5.702830649072036E-12,0.028493206051162016,2737,"edc by Esprit","Cocktail dress / Party dress",,"Cocktail Dresses",29.99,"black",,,,,"95% polyester, 5% elastane","100% viscose","Machine wash at 40°C, do not tumble dry, Do not bleach",,,,"Zip","Crew neck",,"Sequins, slip","ED121C0YW-Q11","Short","Sleeveless",,"Slim Fit",,
"girly",1.2634680868147188E-4,7.217556925757769E-8,3.078802772821206E-5,0.22080040338216855,0.7789477084963355,1.3555789137383346E-11,9.46810959610745E-5,2738,"Esprit Collection","PER DRESS ","Cocktail dress / Party dress","Cocktail Dresses",99.99,"navy","100% polyester",,"Lace, chiffon",,"88% polyamide, 12% elastane","100% polyester","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Mandarin collar",,,"Zip","Low-cut v-neck","Plain","Belt included, bust darts, slip, border","ES421C1DV-K11","Knee-length","19.0 "" (Size S)","38.0 "" (Size S)","Regular Fit",,
"alternative",0.9999994586653801,3.8423606778239175E-11,3.5508598310239095E-16,5.139662442505255E-9,7.929742839199449E-8,1.6047584638423351E-15,4.568591033960052E-7,2739,"Never Fully Dressed","TAYLOR MINI DRESS ","Day dress","summer-dresses",94.99,"bright multi-coloured",,,,,"100% viscose",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Drawstring fastening","Crew neck","Print",,"NEN21C04E-K11","Short","23.0 "" (Size 8)","30.0 "" (Size 8)","Regular Fit",,"17.5 "" (Size 8)"
"girly",2.0266694571625263E-13,1.0284207762679994E-14,7.182854479765488E-12,1.8344561544822075E-10,0.9999999804564234,7.448001603340575E-20,1.9352735343290823E-8,2740,"Swing","Cocktail dress / Party dress",,"Cocktail Dresses",114.99,"pastel pink",,,"Lace, chiffon",,"100% polyester","97% polyester, 3% elastane","Hand wash only",,,,"Zip","Crew neck","Plain","Slip, sequins","SG721C0CS-J11","Knee-length","Extra short","35.5 "" (Size 10)","Fitted waist","Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)"
"trendy",3.108766474413356E-5,1.0767690543230196E-8,3.9187557637178385E-9,0.0013273123746036267,0.0021744311216414635,3.539738247664163E-14,0.9964671541525291,2741,"Victoria Beckham","LONG SLEEVE DOLMAN MIDI ","Cocktail dress / Party dress","Cocktail Dresses",,"dark green",,,,,"100% viscose",,"Dry clean only",,,,"Zip","Crew neck","Plain","Zip fastening, shoulder pads","V0921C02T-K11","Calf-length","25.0 "" (Size 4)","48.5 "" (Size 4)","Loose Fit","Our model is 5' 10""  tall and is wearing size 4","16.5 "" (Size 4)"
"girly",0.0026994954683531966,1.7587704453622075E-7,2.89906601050876E-12,8.27074568251035E-7,0.9972994391586384,5.610271621126023E-17,6.241849669277537E-8,2742,"ONLY Petite","ONLMARCELA WRAP DRESS ","Day dress","summer-dresses",29.74,"dusty pink",,,"Chiffon",,"100% polyester","100% polyester","Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,,,"Cache-coeur","Striped","Slip","OP421C0C4-G11","Short","23.0 "" (Size S)","33.0 "" (Size S)","Regular Fit",,
"alternative",0.9966981520890508,2.1458341824195303E-6,4.486439126817171E-10,3.016356098032155E-7,0.0032993647601705714,5.808192905802571E-16,3.523234189542364E-8,2743,"Selected Femme Petite","SLFFIOLA  PETITE ","Day dress","summer-dresses",69.99,"pastel blue",,,,,"100% viscose",,,"Turn-down collar",,,"Button",,"Floral","Belt included, bust darts","SEL21C01Z-K11","Knee-length","23.5 "" (Size 10)","37.5 "" (Size 10)","Regular Fit",,"15.5 "" (Size 10)"
"alternative",0.9999926667238098,5.42272144606957E-7,8.677129112835346E-11,6.209985017688346E-6,5.755003881197227E-7,1.7008477272185398E-10,5.2617837748870075E-9,2744,"CAPSULE by Simply Be","ADJUSTABLE  ","Day dress","summer-dresses",20.39,"black/white",,,,,"100% viscose",,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle","Polo shirt",,,,,"Print","Inseam pockets","CAS21C03J-Q11","Knee-length","26.0 "" (Size 16)","42.5 "" (Size 16)","Loose Fit",,"15.5 "" (Size 16)"
"alternative",0.9942382712487354,2.0938347526729672E-7,3.2602121273472537E-10,6.896279432369548E-5,0.005351805405264173,9.582399798119322E-5,2.44926844198961E-4,2745,"Fila","BUDVA TEE DRESS ","Jersey dress","summer-dresses",39.99,"white",,,"Jersey","Semi-sheer","93% cotton, 7% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Crew neck","Print",,"1FI21C01G-A11","Short","Short","35.5 "" (Size S)","Loose Fit","Our model is 5' 10""  tall and is wearing size S",
"edgy",0.3582301865926702,0.014358643443813449,7.741612705981106E-9,0.4508482542126197,0.17006537357452872,4.521754005083608E-12,0.006497534430233453,2746,"Missguided Plus","TIE BELT DRESS ","Day dress","summer-dresses",41.99,"black",,,,,"100% polyester","100% polyester","Machine wash at 30°C","Lapel collar",,,"Button",,"Plain","Belt included, inseam pockets, shoulder pads","M0U21C0IH-Q11","Short","23.5 "" (Size 16)","35.5 "" (Size 16)","Regular Fit",,"16.5 "" (Size 16)"
"girly",2.9502401835752944E-8,1.896156027484085E-14,4.967810264699281E-12,1.9047098048964033E-7,0.9358836199050891,1.1108378988941963E-18,0.06411616011654173,2747,"Nly by Nelly","FEEL FREE DRESS ","Occasion wear","Occasion dresses",64.99,"black",,,"Satin",,"97% polyester, 3% elastane","100% polyester","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Laces","Backless","Plain","Zip fastening, bust darts, slip","NEG21C0HK-Q11","Long","Spaghetti straps","59.0 "" (Size 8)","Bodycon","Our model is 5' 10""  tall and is wearing size 8",
"alternative",0.9945832106299836,2.374875783788013E-6,2.945310853101269E-10,0.0022736376956499823,0.003124199217082408,2.5937004126655046E-14,1.6577286943389226E-5,2748,"JDY","JDYFIFI SHORT DRESS ","Day dress","summer-dresses",23.99,"gold",,,"Satin",,"100% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Low-cut v-neck","Plain","Belt included","JY121C0MW-O11","Short","21.5 "" (Size 8)","35.5 "" (Size 8)","Regular Fit",,"15.0 "" (Size 8)"
"alternative",0.867138138164907,1.2871112455922038E-7,2.538552996465197E-7,0.09086921992163269,0.04198122726323172,7.75303624161799E-12,1.1032076051543874E-5,2749,"Zign","REDEZIGN ","Day dress","summer-dresses",26.24,"army green",,,,,"100% polyester","95% viscose, 5% elastane","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Low-cut v-neck","Plain","Belt included, slip","ZI121C01U-N11","Calf-length","22.0 "" (Size 10)","47.0 "" (Size 10)","Regular Fit","Our model is 5' 9""  tall and is wearing size 10","18.0 "" (Size 10)"
"girly",1.5358873536649764E-11,4.2379692030945925E-16,1.849490566329233E-10,1.4050864585292077E-7,0.9994151987881718,3.437587584172189E-20,5.846605028741574E-4,2750,"Marchesa","Occasion wear",,"Occasion dresses",,"navy",,,"Tulle",,"100% polyester","92% silk, 8% elastane","Dry clean only",,,,"Zip","Backless",,"Flower applique, wired bustier, slip","M7G21C00R-K11","Long","Extra short","64.0 "" (Size 10)","Bodycon","Our model is 5' 9""  tall and is wearing size 10","14.5 "" (Size 10)"
"girly",0.342016762426479,2.3709393672673547E-7,5.152172513935796E-6,0.01040594086506334,0.4814980905846946,2.4998372221444333E-11,0.16607381683231395,2751,"BITE Studios","SLEEVELESS PANEL DRESS ","Day dress","summer-dresses",250.0,"sand",,,"Rib",,"68% viscose, 28% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30°C",,,,,"Crew neck","Plain","Bust darts","BDM21C007-C11","Calf-length","Sleeveless","46.5 "" (Size S)","Bodycon","Our model is 5' 10""  tall and is wearing size S",
"girly",1.3599053464240772E-4,0.003430445064017407,3.852237978882334E-8,0.004165869965791269,0.9687090087339628,3.3042440175690047E-16,0.02355864717920603,2752,"Mango","LOLA ","Day dress","summer-dresses",69.99,"black/white",,,,,"100% polyester","100% polyester","Do not tumble dry, machine wash at 30°C, Dry cleanable",,,,"Laces","Cache-coeur","Polka dot","Slip","M9121C5L4-Q11","Calf-length","Extra short",,"Regular Fit",,
"edgy",1.3371976656925754E-10,9.405650990342542E-15,1.9988243060154994E-10,0.7245256445490279,1.2777992385702952E-4,2.0019675355110234E-30,0.2753465751935034,2753,"Milly","MIA GIRAFFE DRESS ","Cocktail dress / Party dress","Cocktail Dresses",409.99,"black/brown",,,,,"100% viscose","100% polyester","Dry clean only",,,,"Zip","Crew neck","Animal print","Slip","M1221C04I-Q11","Calf-length","Sleeveless","51.0 "" (Size 8)","Slim Fit",,
"alternative",0.8793113791661284,2.42685427306029E-7,6.25197896336817E-9,2.525936704248205E-4,0.11948874283876884,1.1303886944006786E-9,9.470342568829751E-4,2754,"InWear","MAREEIW ","Day dress","summer-dresses",104.99,"pink",,,"Chiffon",,"100% viscose","100% polyester","Do not tumble dry, machine wash at 30°C",,,,"Hook fastening ","Crew neck","Floral","Elasticated waist","IN321C0EI-J11","Knee-length","21.5 "" (Size 8)","40.5 "" (Size 8)","Loose Fit",,"12.0 "" (Size 8)"
"alternative",0.8929893017354754,9.22551331269526E-4,3.809705445421086E-11,4.235820081217464E-5,0.040909413749612454,8.120786309784338E-11,0.0651363748635257,2755,"Glamorous","NECK DRESS WITH PUFF SLEEVES  ","Day dress","summer-dresses",40.99,"sand",,,,,"100% cotton",,"Do not tumble dry, machine wash at 30°C",,,,,"Backless","Plain",,"GL921C0RL-C11","Short","22.0 "" (Size 8)","32.5 "" (Size 8)","Regular Fit","Our model is 5' 9""  tall and is wearing size 8",
"girly",1.7088096728392365E-5,4.08883285901815E-8,1.1875026601699237E-10,0.0018013149792996213,0.9981060427722991,3.0258253369499935E-16,7.551314459378525E-5,2756,"Vero Moda","VMRUE  ","Cocktail dress / Party dress","Cocktail Dresses",46.74,"black",,,,,"92% polyester, 8% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Shawl collar",,,"Button",,"Plain","Decorative buttons","VE121C367-Q11","Extra short","25.0 "" (Size 8)","33.0 "" (Size 8)","Slim Fit","Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
"alternative",0.9644792384188804,1.374954995795097E-5,1.1583733279118218E-11,0.019984859510070552,0.015471219996106024,7.914616861768203E-17,5.093251340134259E-5,2757,"Missguided","HALF BUTTON MIDI TEA DRESS ","Day dress","summer-dresses",30.99,"black multi-coloured",,,,,"100% polyester",,"Machine wash at 30°C",,,,"Zip","Low-cut v-neck","Floral","Button row","M0Q21C1M3-Q11","Calf-length","Short","49.5 "" (Size 8)","Regular Fit","Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)"
"edgy",0.2804903089892855,1.0498850181213052E-4,1.8017357983634542E-7,0.6501983522134449,3.757232670225723E-4,2.10941276566049E-6,0.06882833744208938,2758,"Max Mara Leisure","RIMMEL ","Day dress","summer-dresses",209.99,"black",,,"Jersey",,"100% cotton",,"Machine wash at 30°C, Machine wash on gentle cycle","Turn-down collar",,,,"V-neck","Plain",,"M1X21C028-K11","Knee-length","23.5 "" (Size S)","40.5 "" (Size S)","Regular Fit","Our model is 5' 10""  tall and is wearing size S",
"alternative",0.9921732441843214,0.0037355780838564225,2.9685822809286993E-10,0.003174240441731134,9.087788385375682E-4,4.217047941318168E-15,8.15815469101455E-6,2759,"Soyaconcept","SC","CAMUSA 3 ","summer-dresses",54.99,"multi-coloured",,,,,"100% viscose",,,,,,,"Low-cut v-neck","Floral","Bust darts","SO821C094-K11","Knee-length","15.5 "" (Size S)","41.5 "" (Size S)",,"Our model is 5' 9""  tall and is wearing size S","17.5 "" (Size S)"
