cv_predicted,Styles,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59
alternative,alternative,0.267452363,5872,https://www.zalando.co.uk/lascana-midikleid-day-dress-braunapricot-l8321c00o-t11.html,LASCANA,MIDIKLEID , Day dress,summer-dresses,Â£59.99,brown,--,--,--,--,100% viscose,--,--,--,--,--,--,Crew neck,Floral,Bow,L8321C00O-T11,Calf-length,"20.5 "" (Size 8)","47.5 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.901893708,2878,https://www.zalando.co.uk/marc-opolo-denim-day-dress-light-shower-op521c05t-i11.html,Marc O'Polo DENIM,Day dress,,summer-dresses,Â£104.99,pastel blue,--,--,Cord,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Button,--,Plain,--,OP521C05T-I11,Knee-length,"24.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","16.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.7854326220000001,1689,https://www.zalando.co.uk/noa-noa-artisan-day-dress-blue-nn121c0eg-k11.html,Noa Noa,ARTISAN  , Day dress,summer-dresses,Â£89.99,blue,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Button,--,Floral,Inseam pockets,NN121C0EG-K11,Knee-length,"21.5 "" (Size S)","37.0 "" (Size S)",Loose Fit,--,"14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,edgy,0.404007522,92,https://www.zalando.co.uk/superdry-studios-day-dress-black-su221d265-q13.html,Superdry,STUDIOS  , Day dress,summer-dresses,Â£30.00,black,--,--,--,--,100% viscose,--,"Do not bleach, do not tumble dry",--,--,--,Zip,Crew neck,Print,--,SU221D265-Q13,Short,Long,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.5035860560000001,5791,https://www.zalando.co.uk/massimo-dutti-day-dress-black-m3i21c0ih-q11.html,Massimo Dutti,Day dress,,summer-dresses,Â£89.95,black,--,--,--,--,"96% cotton, 4% polyamide",--,--,--,--,--,--,Crew neck,Plain,--,M3I21C0IH-Q11,Calf-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,edgy,0.9815845129999999,2201,https://www.zalando.co.uk/superdry-day-dress-autumn-floral-su221c0os-t11.html,Superdry,Day dress,,summer-dresses,Â£54.99,black multi-coloured,--,--,--,--,100% viscose,--,"Do not bleach, do not tumble dry",Standing collar,--,--,Button,--,Floral,--,SU221C0OS-T11,Thigh-length,Long,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.35339614399999997,2797,https://www.zalando.co.uk/glamorous-shirred-midi-dress-with-statement-frill-tie-back-day-dress-black-pink-gl921c0re-t11.html,Glamorous,SHIRRED MIDI DRESS WITH STATEMENT FRILL TIE BACK , Day dress,summer-dresses,Â£44.99,black,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Laces,Backless,Print,--,GL921C0RE-T11,Knee-length,Sleeveless,--,Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.51861952,4593,https://www.zalando.co.uk/mango-day-dress-zwart-m9121c5kk-q11.html,Mango,ALMOND , Day dress,summer-dresses,Â£49.99,black,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only, Dry cleanable",--,--,--,Zip,V-neck,Plain,--,M9121C5KK-Q11,Short,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.745561325,3203,https://www.zalando.co.uk/soliver-dress-crochet-beach-accessory-weiss-so281h01a-a11.html,s.Oliver,DRESS CROCHET , Day dress,summer-dresses,From Â£34.99,white,--,--,--,Semi-sheer,100% viscose,--,--,--,--,--,--,--,Plain,Bow,SO281H01A-A11,Short,Elbow length,"35.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,edgy,0.070514169,1374,https://www.zalando.co.uk/superdry-day-dress-dark-olive-leopard-su221c0nh-n11.html,Superdry,Day dress,,summer-dresses,Â£39.99,army green,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,SU221C0NH-N11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.137041477,1991,https://www.zalando.co.uk/cotton-on-petite-petite-dress-day-dress-baked-peach-c6a21c008-b11.html,Cotton On Petite,PETITE DRESS , Day dress,summer-dresses,Â£28.99,burnt orange,--,--,Rib,--,"72% viscose, 28% polyimide",--,"Do not tumble dry, Hand wash only",Turn-down collar,--,--,--,Low-cut v-neck,Plain,--,C6A21C008-B11,Short,Short,"32.5 "" (Size S)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.667611552,3895,https://www.zalando.co.uk/by-malene-birger-bielle-day-dress-goldenrod-by121c09m-o11.html,By Malene Birger,BIELLE , Day dress,summer-dresses,Â£189.99,orange,--,--,--,--,"96% polyester, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Low-cut v-neck,Plain,--,BY121C09M-O11,Knee-length,"21.5 "" (Size S)","38.0 "" (Size S)",Loose Fit,"Our model is 5' 11""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.319358396,5721,https://www.zalando.co.uk/vero-moda-vmkatniss-short-dress-day-dress-navy-blazerkatniss-ve121c2pa-k11.html,Vero Moda,VMKATNISS SHORT DRESS , Day dress,summer-dresses,Â£34.99,navy,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Floral,"Belt included, bust darts, slip",VE121C2PA-K11,Short,Sleeveless,"34.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","11.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.17782547199999998,3846,https://www.zalando.co.uk/only-carmakoma-carsoja-tunic-day-dress-black-ona21c0hu-q11.html,ONLY Carmakoma,CARSOJA TUNICDRESS , Day dress,summer-dresses,Â£25.99,black,--,--,--,--,"70% polyester, 25% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Plain,--,ONA21C0HU-Q11,Short,"18.0 "" (Size S-14/16)","34.5 "" (Size S-14/16)",Loose Fit,--,"17.0 "" (Size S-14/16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.614409364,2434,https://www.zalando.co.uk/moss-copenhagen-ima-day-dress-white-pepper-m0y21c07j-b11.html,Moss Copenhagen,IMA DRESS , Day dress,summer-dresses,Â£55.24,sand,--,--,Sweat,--,"76% viscose, 18% polyester, 6% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,Elasticated waist,M0Y21C07J-B11,Knee-length,"23.5 "" (Size S/M)","34.5 "" (Size S/M)",Oversized,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.108526774,2317,https://www.zalando.co.uk/only-carmakoma-carlollilise-calf-dress-day-dress-sky-captain-ona21c0ga-k11.html,ONLY Carmakoma,CARLOLLILISE CALF DRESS  , Day dress,summer-dresses,Â£47.99,navy,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Low-cut v-neck,Floral,Button row,ONA21C0GA-K11,Calf-length,"28.0 "" (Size 16)","51.5 "" (Size 16)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 16","18.5 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.422180481,1688,https://www.zalando.co.uk/madewell-tiered-gift-day-dress-coal-m3j21c03d-q11.html,Madewell,TIERED GIFT  , Day dress,summer-dresses,Â£94.99,brown,--,--,Chiffon,--,100% polyester,100% polyester,Machine wash at 30Â°C,--,--,--,Belt,Cache-coeur,Floral,"Belt included, slip",M3J21C03D-Q11,Short,"18.0 "" (Size S)","34.5 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.50781408,1644,https://www.zalando.co.uk/desigual-vest-charlotte-designed-by-m-christian-lacroix-day-dress-marine-de121c0z5-t11.html,Desigual,VEST CHARLOTTE DESIGNED BY M. CHRISTIAN LACROIX , Jersey dress,summer-dresses,Â£119.99,electric blue,--,--,Jersey,--,"47% polyester, 45% viscose, 5% elastane, 3% cotton",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,--,--,DE121C0Z5-T11,Calf-length,Sleeveless,"51.5 "" (Size M)",Slim Fit,"Our model is 5' 10""  tall and is wearing size M",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.08996696400000001,5661,https://www.zalando.co.uk/vero-moda-curve-vmsmilla-dress-curve-day-dress-black-vee21c08g-q11.html,Vero Moda Curve,VMSMILLA DRESS , Day dress,summer-dresses,Â£27.89,black,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,Crew neck,Plain,Bust darts,VEE21C08G-Q11,Short,"26.0 "" (Size 16)","39.0 "" (Size 16)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 16","17.5 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,trendy,0.7380429829999999,4634,https://www.zalando.co.uk/mango-day-dress-tintenblau-m9121c5if-k11.html,Mango,MOGAMBOL H , Day dress,summer-dresses,Â£39.99,blue,--,--,--,--,"45% viscose, 40% cotton, 15% linen",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Square neck,Plain,Adjustable straps,M9121C5IF-K11,Calf-length,Spaghetti straps,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.9941787390000001,1349,https://www.zalando.co.uk/only-onlmarcela-wrap-dress-day-dress-stormy-seasilver-on321c2o1-m11.html,ONLY,ONLMARCELA WRAP DRESS , Day dress,summer-dresses,Â£29.74,green,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Pinstriped,"Elasticated waist, slip, bow",ON321C2O1-M11,Short,"23.5 "" (Size S)","34.5 "" (Size S)",Regular Fit,--,"14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.250740509,273,https://www.zalando.co.uk/selected-femme-slfwoodie-day-dress-travertine-se521c13j-b11.html,Selected Femme,SLFWOODIE  , Day dress,summer-dresses,Â£114.99,brown,--,--,--,--,100% cotton,--,--,Standing collar,--,--,--,--,Print,"Inseam pockets, bow",SE521C13J-B11,Calf-length,"25.5 "" (Size 36)","47.0 "" (Size 36)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 36","14.0 "" (Size 36)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.759691938,2575,https://www.zalando.co.uk/yas-yashunter-dress-day-dress-ecrupurple-y0121c1sr-a11.html,YAS,YASHUNTER DRESS , Day dress,summer-dresses,Â£59.99,white multi-coloured,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,Crew neck,Floral,Bust darts,Y0121C1SR-A11,Short,"25.0 "" (Size S)","36.5 "" (Size S)",Loose Fit,--,"15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.853079925,742,https://www.zalando.co.uk/vero-moda-vmginny-shortdress-day-dress-old-rose-ve121c3b2-j11.html,Vero Moda,VMGINNY SHORTDRESS , Day dress,summer-dresses,Â£34.99,pink,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Plain,--,VE121C3B2-J11,Short,"16.5 "" (Size S)","32.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.10342365,2151,https://www.zalando.co.uk/esprit-day-dress-navy-es121c24q-k11.html,Esprit,Day dress,,summer-dresses,Â£45.00,navy,--,--,--,--,"97% cotton, 3% elastane",--,"Do not bleach, do not tumble dry",Turn-down collar,--,--,--,Low-cut v-neck,Plain,--,ES121C24Q-K11,Short,Short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.074326397,4529,https://www.zalando.co.uk/mango-marga-l-day-dress-noir-m9121c5ka-q11.html,Mango,MARGA L , Day dress,summer-dresses,Â£49.99,black/white,--,--,--,--,"97% cotton, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Backless,Floral,Bow,M9121C5KA-Q11,Calf-length,Spaghetti straps,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.610902821,6544,https://www.zalando.co.uk/swing-cocktail-dress-party-dress-smaragd-sg721c0ju-m11.html,Swing,Cocktail dress / Party dress,,Cocktail Dresses,Â£129.99,dark green,--,--,Lace,--,"86% polyamide, 12% polyester, 2% elastane","92% polyester, 8% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,V-neck,Plain,Slip,SG721C0JU-M11,Knee-length,"18.0 "" (Size 8)","38.5 "" (Size 8)",Bodycon,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,casual chic,0.5326745979999999,196,https://www.zalando.co.uk/anna-field-day-dress-green-an621c1l8-m11.html,Anna Field,Day dress,,summer-dresses,Â£20.14,dark green,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,--,V-neck,Plain,Slip,AN621C1L8-M11,Extra short,"25.0 "" (Size 8)","37.5 "" (Size 8)",Loose Fit,--,"17.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,trendy,0.157990088,7206,https://www.zalando.co.uk/mango-cocktail-dress-party-dress-pastelgeel-m9121c5kt-e11.html,Mango,BRIT , Cocktail dress / Party dress,Cocktail Dresses,Â£49.99,pastel yellow,--,--,Satin,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",--,--,--,--,Cowl neck,Plain,Rhinestones,M9121C5KT-E11,Extra short,Spaghetti straps,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.038570428,3739,https://www.zalando.co.uk/hugo-daserena-label-day-dress-pastel-pink-hu721c0hr-j11.html,HUGO,DASERENA LABEL , Day dress,summer-dresses,Â£149.99,pastel pink,--,--,Sweat,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,Hoodie pocket,--,--,Plain,Elasticated waist,HU721C0HR-J11,Knee-length,"24.5 "" (Size S)","37.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,classic,0.65943133,553,https://www.zalando.co.uk/esprit-collection-jumper-dress-black-es421c1l3-q11.html,Esprit Collection,Day dress,,summer-dresses,Â£59.00,black,--,--,Knit,--,"70% viscose, 25% polyester, 5% elastane",--,"Do not bleach, do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,V-neck,Plain,Belt included,ES421C1L3-Q11,Calf-length,3/4 length,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.36639042899999996,2154,https://www.zalando.co.uk/gap-zip-dress-day-dress-moonless-night-gp021c0k8-q11.html,GAP,ZIP DRESS , Day dress,summer-dresses,Â£30.79,black,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Zip neck,--,--,--,--,Plain,--,GP021C0K8-Q11,Short,"24.0 "" (Size M)","34.0 "" (Size M)",Loose Fit,"Our model is 5' 9""  tall and is wearing size M",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.8552697859999999,1772,https://www.zalando.co.uk/glamorous-loose-fit-midi-dress-with-puff-sleeves-day-dress-black-gl921c0ra-q11.html,Glamorous,LOOSE FIT MIDI DRESS WITH PUFF SLEEVES , Day dress,summer-dresses,Â£49.99,black,--,--,--,Semi-sheer,"53% viscose, 39% polyester, 8% polyamide",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Crew neck,Plain,--,GL921C0RA-Q11,Knee-length,"17.0 "" (Size 8)","44.5 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,alternative,0.263625569,410,https://www.zalando.co.uk/vila-vizaline-day-dress-blackfloral-v1021c2y5-t11.html,Vila,VIZALINE  , Day dress,summer-dresses,Â£18.99,black multi-coloured,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,V-neck,Floral,--,V1021C2Y5-T11,Short,Elbow length,"35.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.8107149929999999,6701,https://www.zalando.co.uk/wal-g-zip-skater-dress-cocktail-dress-party-dress-red-wg021c0rn-g11.html,WAL G.,ZIP SKATER DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£37.99,red,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Low-cut v-neck,Plain,Padded bust,WG021C0RN-G11,Short,Sleeveless,"32.5 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.61482952,7129,https://www.zalando.co.uk/karl-lagerfeld-metallic-dress-cocktail-dress-party-dress-gold-k4821c054-f11.html,KARL LAGERFELD,METALLIC DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£349.99,gold,--,--,--,--,100% polyester,100% polyester,--,--,--,--,Button,Low-cut v-neck,Marl,"Belt included, slip",K4821C054-F11,Long,Long,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.673199786,4432,https://www.zalando.co.uk/vivetta-vintage-70s-dress-day-dress-nero-viq21c01n-h11.html,Vivetta,VINTAGE 70S DRESS , Day dress,summer-dresses,Â£525.00,black multi-coloured,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Peter Pan collar,--,--,Button,--,Floral,--,VIQ21C01N-H11,Short,"22.0 "" (Size 8)","36.0 "" (Size 8)",Loose Fit,"Our model is 5' 11""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.408749766,5769,https://www.zalando.co.uk/massimo-dutti-day-dress-dark-blue-m3i21c0j3-k11.html,Massimo Dutti,MIT TROPFENAUSSCHNITT AM RÃœCKEN , Day dress,summer-dresses,Â£119.00,navy,--,--,--,--,100% viscose,100% polyester,--,--,--,--,Zip,Crew neck,Plain,--,M3I21C0J3-K11,Knee-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.065947988,4065,https://www.zalando.co.uk/sand-copenhagen-ambar-day-dress-off-white-saa21c02p-a11.html,Sand Copenhagen,AMBAR , Day dress,summer-dresses,Â£394.99,black/white,--,--,--,--,"98% cotton, 2% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Floral,--,SAA21C02P-A11,Short,Elbow length,"37.5 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.84033668,7010,https://www.zalando.co.uk/new-girl-order-flare-sleeve-dress-cocktail-dress-party-dress-pink-nem21c01s-j11.html,NEW girl ORDER,FLARE SLEEVE DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£54.99,pink,--,--,Satin,--,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Plain,"Bust darts, slip",NEM21C01S-J11,Short,"25.5 "" (Size 8)","31.0 "" (Size 8)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.781095533,2591,https://www.zalando.co.uk/tom-tailor-denim-dress-day-dress-sky-captain-blue-to721c0ep-k12.html,TOM TAILOR DENIM,DRESS , Day dress,summer-dresses,Â£40.99,navy,--,--,PiquÃ©,--,"60% cotton, 40% polyester",--,"Machine wash at 40Â°C, do not tumble dry",Polo shirt,--,--,--,--,Plain,--,TO721C0EP-K12,Short,Short,"33.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.35782189799999997,3993,https://www.zalando.co.uk/depeche-dress-day-dress-mud-de321c00m-o11.html,DEPECHE,DRESS , Day dress,summer-dresses,Â£299.99,brown,--,--,--,--,100% leather,--,"Do not tumble dry, Do not wash",--,--,--,--,V-neck,Plain,Belt included,DE321C00M-O11,Knee-length,Short,"44.5 "" (Size 10)",Regular Fit,--,"15.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.46050425799999994,7182,https://www.zalando.co.uk/marija-kulusic-lindres-cocktail-dress-party-dress-black-mfk21c000-q11.html,MARIJA KULUSIC,LINDRES , Cocktail dress / Party dress,Cocktail Dresses,Â£425.00,black,--,--,--,--,100% viscose,--,Dry clean only,--,--,--,Laces,Crew neck,--,--,MFK21C000-Q11,Calf-length,Short,"53.5 "" (Size M)",Regular Fit,"Our model is 5' 11""  tall and is wearing size M","15.0 "" (Size M)",--,--,--,--,100% linen,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.721642489,5727,https://www.zalando.co.uk/vero-moda-vmheli-short-dress-day-dress-marsala-ve121c2o8-g11.html,Vero Moda,VMHELI 3/4  WVN GA COLOR , Day dress,summer-dresses,Â£31.49,burnt orange,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Low-cut v-neck,Plain,--,VE121C2O8-G11,Short,"18.5 "" (Size S)","35.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.29289581,3649,https://www.zalando.co.uk/missguided-tall-milkmaid-floral-dress-day-dress-brown-mig21c0eb-o11.html,Missguided Tall,MILKMAID FLORAL DRESS , Day dress,summer-dresses,Â£28.99,brown,--,--,--,--,100% polyester,100% polyester,Machine wash at 30Â°C,--,--,--,--,Square neck,Print,--,MIG21C0EB-O11,Extra short,"26.0 "" (Size 8)","34.5 "" (Size 8)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.432345329,6565,https://www.zalando.co.uk/samsoee-samsoee-cille-dress-cocktail-dress-party-dress-honeysuckle-sa321c0d6-j11.html,SamsÃ¸e SamsÃ¸e,CILLE DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£149.99,pink,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Backless,Plain,Inseam pockets,SA321C0D6-J11,Calf-length,Spaghetti straps,"49.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
