,cv_predicted,Style,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
807,trendy,classic,Esprit,"DRESSES ",59.99,2,army green,PiquÃ©,"60% viscose, 40% polyamide",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Accentuating the waist,Low v-neck,Plain,"Belt included, inseam pockets",Short,Short,Short,"38.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","19.5 "" (Size 8)",No,yes,No,No,No
808,girly,casual chic,Kaffe,"KAFILANA DRESS ",64.99,2,pastel blue,Chiffon,"55% polyester, 45% viscose",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,Asymmetrical,Button,Wrap dresses,Round neckline,Checked,Bust darts,Knee length,Short,Short,"36.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","14.5 "" (Size 10)",Yes,No,No,No,No
809,sporty,sporty,Calvin Klein,"LONG  DRESS ",64.99,2,black,Rib,"94% cotton, 6% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Slip,Calf length,Short,Short,"46.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
810,edgy,edgy,The Kooples,"ROBE ",294.99,5,black,Chiffon,100% viscose,100% viscose,Hand wash only,Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Prints in general,Slip,Short,"25.5 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","15.0 "" (Size 8)",Yes,No,No,No,No
811,trendy,trendy,Love Moschino,Day dress,184.99,4,black,Sweat,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Slip,Short,"23.5 "" (Size 8)",Long,"31.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
812,alternative,alternative,Esprit,"LIGHT  ",29.99,1,black,Chiffon,100% viscose,100% polyester,"Do not bleach, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Prints in general,Slip,Knee length,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
813,sporty,sporty,Vero Moda,"VMOCTAVIALS HOODIE DRESS ",23.99,1,red,Sweat,"60% cotton, 40% polyester",100% polyester,Machine wash at 40Â°C,Hood,Asymmetrical,Zip,Hooded dresses,Low v-neck,Plain,Slip,Thigh length,"26.0 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
814,casual chic,trendy,Mykke Hofmann,"KEMANA ",229.99,5,sand,Satin,100% lyocell,100% polyester,Hand wash only,Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,"Bust darts, adjustable straps, fringing",Calf length,Sleeveless,Sleeveless,"42.5 "" (Size S/M)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S/M","17.5 "" (Size S/M)",No,No,No,No,No
815,girly,girly,Adrianna Papell,"HALTER GOWN ",244.99,5,white,Chiffon,"88% polyester, 12% elastane",100% polyester,Dry clean only,Standing collar,Asymmetrical,Hook fasteningÂ ,Wrap dresses,Round neckline,Plain,"Zip fastening, slip, rhinestones",Maxi/long,Sleeveless,Sleeveless,"62.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 8)",No,No,yes,No,Yes
816,sporty,sporty,Marc'o polo,"DRESS HOOD ",108.49,3,black,Sweat,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,Asymmetrical,Zip,Hooded dresses,Low v-neck,Plain,Elasticated waist,Knee length,"27.5 "" (Size S)",Long,"37.5 "" (Size S)",Oversized,Loose fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)",No,Yes,No,No,No
817,girly,girly,Vila,"VISATEENY V NECK SHORT DRESS ",43.99,2,dusty pink,Satin,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,V-neck,Plain,Slip,Short,Short,Short,"33.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,Yes
818,trendy,trendy,Pinko,"ARDEA DRESS ",279.99,5,black,Satin,100% polyester,100% polyester,Dry clean only,Volant/frill collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Short,"25.0 "" (Size 10)",Long,"36.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 10)",No,No,No,No,No
819,casual chic,casual chic,Only,"ONLOLIVIA WRAP DRESS ",25.99,1,red,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,Knee length,Short,Short,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
820,girly,girly,Mango,"TOPACIO ",49.99,2,pastel yellow,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Polka dot,Belt included,Calf length,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
821,edgy,edgy,Tiger of Sweden,"CALIN ",399.99,5,black,Satin,"86% triacetate, 14% polyester","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Calf length,Sleeveless,Sleeveless,"47.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,No
822,alternative,alternative,Vero Moda,"VMHBECCA SHORT DRESS ",25.99,1,burnt orange,Chiffon,"97% viscose, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Slip,Short,"25.0 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size S)",No,No,No,No,No
823,alternative,alternative,Soft Rebels,"ELLA MIDI TANK DRESS ",69.99,2,black,Jersey,"73% modal, 27% polyester",100% polyester,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Standing collar,Asymmetrical,Belt,Accentuating the waist,Low v-neck,Plain,Belt included,Calf length,Sleeveless,Sleeveless,"45.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
824,girly,girly,Only,"ONLOLIVIA WRAP DRESS ",25.99,1,pastel purple,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,Short,Short,Short,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
825,trendy,trendy,WAL G.,"V NECK STRAPPY SKATER DRESS ",35.99,1,red,Jersey,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Spaghetti straps,Plain,Padded bust,Short,Spaghetti straps,Spaghetti straps,"32.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 8)",No,No,No,No,Yes
826,edgy,edgy,Trussardi,Day dress,164.99,4,black,Leather,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,"Bust darts, slip",Knee length,Sleeveless,Sleeveless,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
827,edgy,edgy,TWINSET,"DRESS ",289.99,5,black,"Lace, tulle",100% polyester,100% polyester,Hand wash only,Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,"Bust darts, adjustable straps, slip, border",Calf length,"24.5 "" (Size 8)",Long,"49.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
828,edgy,edgy,TWINSET,"COATED DRESS ",244.99,5,black,Leather,"87% viscose, 13% polyester",100% polyester,Hand wash only,Standing collar,Asymmetrical,Button,Accentuating the waist,Low v-neck,Plain,"Bust darts, inseam pockets, belt included",Calf length,Elbow length,Elbow length,"46.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 8)",No,yes,No,No,No
829,edgy,edgy,Twist & Tango,"RANA DRESS ",159.99,4,black,Satin,"96% polyester, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Animal Prints in general,Button row,Calf length,"18.5 "" (Size 8)",Elbow length,"43.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",No,No,No,No,No
830,classic,classic,Part Two,"NATANYA ",109.99,3,black/white,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,Asymmetrical,Button,Button down dresses,Low v-neck,Floral,"Inseam pockets, belt included",Calf length,Short,Short,"40.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",No,yes,No,No,No
831,trendy,trendy,Missguided,"ONE SHOULDER CUT OUT DRESS  ",29.99,1,blue,Chiffon,"95% polyester, 5% elastane",100% polyester,Machine wash at 30Â°C,Standing collar,Asymmetrical,Laces,Bodycon dresses,strapless,Plain,Slip,Calf length,One shoulder,One shoulder,"54.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
832,trendy,trendy,WAL G.,"BERNADETTE DRESS ",37.99,1,red,Jersey,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Bodycon dresses,Low v-neck,Plain,Zip fastening,Knee length,Sleeveless,Sleeveless,"44.0 "" (Size 10)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 8)",No,No,No,No,No
833,girly,girly,By Malina,"AMELIE DRESS ",189.99,4,pastel purple,Chiffon,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Polka dot,"Bow, covered fastener",Short,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
834,edgy,edgy,Sixth June,"ESSENTIAL CORSET DRESS ",29.99,1,black,Sweat,100% polyester,100% polyester,Machine wash at 30Â°C,Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Prints in general,Slip,Extra short,Short,Short,"29.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
835,edgy,edgy,Vero Moda,"VMULVA SHORT DRESS ",32.99,1,black,Sweat,"65% polyester, 35% cotton",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Slip,Short,"23.5 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
836,alternative,alternative,Superdry,Day dress,44.99,2,burnt orange,Chiffon,100% lyocell,100% polyester,"Do not bleach, do not tumble dry",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Plain,Embroidery,Knee length,Sleeveless,Sleeveless,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
837,girly,girly,Hollister Co.,"WOVEN MIDI DRESS  ",48.99,2,white multi-coloured,Chiffon,100% viscose,100% polyester,Machine wash at 30Â°C,Standing collar,Asymmetrical,Laces,Wrap dresses,Square neckline,Floral,Slip,Calf length,"13.5 "" (Size SxL)",Elbow length,"50.0 "" (Size SxL)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size SxL","13.5 "" (Size SxL)",No,No,No,No,Yes
838,classic,classic,Part Two,"NATANYA ",109.99,3,red,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,Asymmetrical,Button,Button down dresses,Low v-neck,Floral,"Inseam pockets, belt included",Calf length,Short,Short,"46.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",No,yes,No,No,No
839,edgy,edgy,Noa Noa,"VELVET ",149.99,4,black,Velvet/velour,"75% viscose, 25% polyamide",100% polyester,"Do not tumble dry, Do not wash",Standing collar,Asymmetrical,Button,Wrap dresses,Low v-neck,Plain,Slip,Knee length,"19.5 "" (Size 8)",Long,"35.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
840,girly,girly,Saint Tropez,"LAILLASZ  ",59.99,2,pink,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Square neckline,Floral,Slip,Short,Elbow length,Elbow length,"32.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size S)",No,No,No,No,No
841,casual chic,casual chic,JDY,"JDYSORO DRESS ",19.49,1,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,Belt included,Short,"25.0 "" (Size 8)",Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No
842,classic,classic,Object,"OBJMILA BAY SHIRT DRESS  ",43.99,2,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,Asymmetrical,Button,Button down dresses,Low v-neck,Prints in general,"Belt included, bust darts, slip",Knee length,"25.0 "" (Size 8)",Long,"41.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No
843,girly,girly,Vila,"VIMALIANA V NECK BELT DRESS ",34.99,1,pastel blue,Chiffon,100% polyester,100% polyester,Machine wash at 30Â°C,Standing collar,Asymmetrical,Zip,Accentuating the waist,V-neck,Polka dot,"Belt included, slip",Short,"24.0 "" (Size 8)",Long,"36.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",Yes,No,No,No,No
844,edgy,edgy,Vero Moda,"VMANNA SLIT CALF DRESS ",35.19,1,black multi-coloured,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Floral,Slip,Calf length,"25.0 "" (Size S)",Long,"45.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No
845,casual chic,trendy,Neon & Nylon,"NEOPERLE ROUCHING DRESS ",29.74,1,bright multi-coloured,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,Asymmetrical,Button,Button down dresses,Low v-neck,Prints in general,Slip,Short,"25.5 "" (Size S)",Long,"33.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size S)",No,No,No,No,No
846,casual chic,casual chic,Only,"ONLKARIN STRIPE DRESS ",37.39,1,blue,Chiffon,"60% cotton, 40% viscose",100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Striped,Slip,Knee length,"20.0 "" (Size S)",Long,"41.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size S)",No,No,No,No,No
847,casual chic,casual chic,JDY,"JDYSTAAR LIFE STRAP DRESS ",19.99,1,white multi-coloured,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Square neckline,Floral,Slip,Short,Sleeveless,Sleeveless,"37.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
848,classic,classic,Vila,"VIMILINA LONG DRESS ",54.99,2,navy,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Calf length,Sleeveless,Sleeveless,"56.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
849,trendy,trendy,b.young,"BYIMINO DRESS ",59.99,2,navy,Chiffon,100% cotton,100% polyester,"Machine wash at 40Â°C, do not tumble dry",Standing collar,Asymmetrical,Button,Wrap dresses,Low v-neck,Prints in general,Slip,Knee length,"24.5 "" (Size 8)",Long,"38.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
850,alternative,alternative,Mango,"MATCHA H ",29.99,1,burnt orange,Chiffon,"96% polyester, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable, Do not iron",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Bow,Short,Short,Short,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
851,trendy,trendy,Yas,"YASLIANA  ",69.99,2,bright multi-coloured,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Plain,Slip,Maxi/long,"24.5 "" (Size S)",Long,"53.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size S)",No,No,No,No,No
852,alternative,alternative,Esprit,Day dress,29.99,1,burnt orange,Chiffon,100% viscose,100% polyester,Do not tumble dry,Standing collar,Asymmetrical,Zip,Accentuating the waist,Square neckline,Plain,"Belt included, embroidery",Knee length,Spaghetti straps,Spaghetti straps,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
853,edgy,edgy,Vero Moda,"VMADANA ABOVE DRESS ",35.99,1,black/brown,Chiffon,100% polyester,100% polyester,"Machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Prints in general,"Bust darts, slip",Short,"24.5 "" (Size 16)",Long,"37.0 "" (Size 16)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size 16","16.5 "" (Size 16)",No,No,No,No,No
854,edgy,edgy,Vero Moda,"VMMBRITT SHORT DRESS ",34.99,1,black multi-coloured,Chiffon,100% polyester,100% polyester,Machine wash at 30Â°C,Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,Slip,Short,"22.0 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No
855,alternative,alternative,Vero Moda,"VMNELLIE DRESS ",24.49,1,white multi-coloured,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Prints in general,Bow,Short,"26.0 "" (Size S)",Long,"36.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No
856,edgy,edgy,Vila,"VIETNA  DRESS ",34.99,1,army green,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Knee length,"19.0 "" (Size 8)",Elbow length,"37.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
857,alternative,alternative,Superdry,"VINTAGE ",54.99,2,red,Sweat,"56% cotton, 44% polyester",100% polyester,"Do not tumble dry, Do not bleach",Hood,Asymmetrical,Zip,Hooded dresses,Low v-neck,Plain,Inseam pockets,Short,Long,Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,yes,No,No,No
858,trendy,girly,Trendyol,Day dress,30.99,1,multi-coloured,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,Bust darts,Knee length,Short,Short,"35.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
859,alternative,alternative,Superdry,Day dress,30.0,1,burnt orange,Chiffon,100% viscose,100% viscose,"Do not bleach, do not tumble dry",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Floral,Slip,Knee length,Short,Short,"34.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
860,alternative,alternative,Pieces,Day dress,17.59,1,burnt orange,Jersey,"95% viscose, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Inseam pockets,Short,Short,Short,"35.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,yes,No,No,No
861,edgy,edgy,Von Dutch,"KARO ",69.99,2,black,Velvet/velour,100% polyester,100% polyester,Machine wash at 30Â°C,Standing collar,Asymmetrical,Zip,Bodycon dresses,Spaghetti straps,Plain,Rhinestones,Extra short,Spaghetti straps,Spaghetti straps,"30.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,No,yes,No,Yes
862,alternative,alternative,Selected Femme,"SLFVIOLE MIDI DRESS ",47.99,2,burnt orange,Chiffon,"73% viscose, 27% nylon",100% viscose,"Machine wash at 30Â°C, do not tumble dry, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Floral,Slip,Calf length,Elbow length,Elbow length,"45.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No
863,edgy,edgy,WAL G.,"DANYA RUFFLE SLEEVE ZIP SKATER DRESS ",38.99,1,electric blue,Jersey,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Short,Extra short,Short,"27.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
864,edgy,edgy,Bruuns Bazaar,"LUPIN REGINA DRESS ",149.99,4,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Laces,Wrap dresses,Low v-neck,Plain,"Slip, bow",Short,"27.5 "" (Size 8)",Long,"36.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size 8","17.5 "" (Size 8)",No,No,No,No,No
865,classic,girly,Needle & Thread,"MAVIS GARDEN BALLERINA DRESS ",434.99,5,pastel pink,Tulle,100% polyester,100% polyester,Dry cleanable,Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Floral,"Slip, embroidery",Calf length,"23.5 "" (Size 8)",Long,"49.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
866,trendy,trendy,Victoria Beckham,"KEYHOLE DETAIL V NECK MIDI ",870.0,5,red,Chiffon,100% viscose,100% polyester,Dry clean only,Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Bust darts,Maxi/long,Elbow length,Elbow length,"53.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size 8)",No,No,No,No,No
867,trendy,trendy,Mango,"VEGA ",49.99,2,green,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Prints in general,Slip,Short,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
868,edgy,edgy,WAL G.,"LU SEQUIN MIDI DRESS ",59.99,2,black/green,Jersey,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,"Padded bust, sequins",Knee length,"25.5 "" (Size 10)",Long,"41.5 "" (Size 10)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 8)",No,No,yes,No,No
