link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/needle-and-thread-amalie-long-sleeve-v-neck-bodice-ankle-gown-occasion-wear-champagne-nt521c0g6-a11.html,Needle & Thread,AMALIE LONG SLEEVE V NECK BODICE ANKLE GOWN , Occasion wear,Occasion dresses,Â£259.99,video overlay,--,--,Tulle,--,100% polyester,100% polyester,Dry cleanable,--,--,--,Zip,Low-cut v-neck,Plain,"Slip, sequins, border",NT521C0G6-A11,Long,"23.0 "" (Size 8)","54.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/mascara-occasion-wear-black-m0921c0dw-q11.html,Mascara,Occasion wear,,Occasion dresses,Â£169.99,black,--,--,Satin,--,100% polyester,--,"Do not tumble dry, Do not wash",--,--,--,Zip,Backless,Plain,--,M0921C0DW-Q11,Long,"Strapless, sleeveless, spaghetti straps","59.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lace-and-beads-avalon-wrap-maxi-occasion-wear-sage-ls721c0dp-m11.html,Lace & Beads,AVALON WRAP MAXI , Occasion wear,Occasion dresses,Â£109.99,sage,--,--,"Chiffon, tulle",--,100% polyester,100% polyester,--,Standing collar,--,--,Zip,Crew neck,Plain,"Slip, sequins",LS721C0DP-M11,Long,Sleeveless,--,Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lace-and-beads-avalon-wrap-maxi-occasion-wear-sage-ls721c0dp-m11.html,Lace & Beads,AVALON WRAP MAXI , Occasion wear,Occasion dresses,Â£109.99,dusty blue,--,--,"Chiffon, tulle",--,100% polyester,100% polyester,--,Standing collar,--,--,Zip,Crew neck,Plain,"Slip, sequins",LS721C0DP-M11,Long,Sleeveless,--,Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-torrie-sleeveless-evening-dress-occasion-wear-deep-pineblack-l4221c1a4-m11.html,Lauren Ralph Lauren,TORRIE SLEEVELESS EVENING DRESS , Occasion wear,Occasion dresses,Â£264.99,deep pine/black,--,--,--,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Cache-coeur,Marl,Slip,L4221C1A4-M11,Long,Sleeveless,"61.0 "" (Size 8)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-torrie-sleeveless-evening-dress-occasion-wear-deep-pineblack-l4221c1a4-m11.html,Lauren Ralph Lauren,TORRIE SLEEVELESS EVENING DRESS , Occasion wear,Occasion dresses,Â£264.99,crimson maroon,--,--,--,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Cache-coeur,Marl,Slip,L4221C1A4-M11,Long,Sleeveless,"61.0 "" (Size 8)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-torrie-sleeveless-evening-dress-occasion-wear-deep-pineblack-l4221c1a4-m11.html,Lauren Ralph Lauren,TORRIE SLEEVELESS EVENING DRESS , Occasion wear,Occasion dresses,Â£264.99,gilded brass/gold,--,--,--,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Cache-coeur,Marl,Slip,L4221C1A4-M11,Long,Sleeveless,"61.0 "" (Size 8)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/mascara-occasion-wear-mauve-m0921c0dv-i11.html,Mascara,Occasion wear,,Occasion dresses,Â£199.99,mauve,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Do not wash",--,--,--,Zip,Backless,Plain,"Padded bust, slip, rhinestones, embroidery",M0921C0DV-I11,Long,Spaghetti straps,"63.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/mascara-occasion-wear-black-m0921c0ds-q11.html,Mascara,Occasion wear,,Occasion dresses,Â£199.99,black,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Do not wash",--,--,--,Zip,Backless,Plain,"Padded bust, slip, rhinestones, embroidery",M0921C0DS-Q11,Long,Spaghetti straps,"61.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/mascara-occasion-wear-black-m0921c0ds-q11.html,Mascara,Occasion wear,,Occasion dresses,Â£199.99,soft rose,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Do not wash",--,--,--,Zip,Backless,Plain,"Padded bust, slip, rhinestones, embroidery",M0921C0DS-Q11,Long,Spaghetti straps,"61.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-lillian-rose-ankle-gown-occasion-wear-petal-pink-nt521c0g3-j11.html,Needle & Thread,LILLIAN ROSE ANKLE GOWN , Occasion wear,Occasion dresses,Â£549.99,video overlay,--,--,Tulle,--,100% polyester,100% polyester,Dry cleanable,--,--,--,Zip,Crew neck,Floral,"Slip, sequins, embroidery",NT521C0G3-J11,Long,"24.0 "" (Size 8)","54.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lace-and-beads-makushka-occasion-wear-lilac-ls721c0gf-i11.html,Lace & Beads,MAKUSHKA , Occasion wear,Occasion dresses,Â£129.99,lilac,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",Standing collar,--,--,Zip,--,--,"Bust darts, slip, sequins",LS721C0GF-I11,Long,Sleeveless,"60.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lace-and-beads-makushka-occasion-wear-lilac-ls721c0gf-i11.html,Lace & Beads,MAKUSHKA , Occasion wear,Occasion dresses,Â£129.99,bridal white,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",Standing collar,--,--,Zip,--,--,"Bust darts, slip, sequins",LS721C0GF-I11,Long,Sleeveless,"60.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/dkny-pleated-v-neck-gown-occasion-wear-navy-combo-dk121c0eh-k11.html,DKNY,PLEATED GOWN , Occasion wear,Occasion dresses,Â£349.99,navy combo,--,--,Satin,--,100% polyester,--,Dry clean only,--,--,--,Zip,Cache-coeur,--,Belt included,DK121C0EH-K11,Long,Sleeveless,"55.5 "" (Size 8)",Regular Fit,--,"18.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-gronda-sleeveless-gown-occasion-wear-mas-creamfrench-navy-l4221c1d7-a11.html,Lauren Ralph Lauren,STRIPED FAILLE SLEEVELESS GOWN , Occasion wear,Occasion dresses,Â£304.99,mas cream/french navy,--,--,--,--,"94% cotton, 6% elastane","94% polyester, 6% elastane","Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Square neck,Striped,"Belt included, inseam pockets, slip",L4221C1D7-A11,Long,Sleeveless,"60.0 "" (Size 10)",Regular Fit,--,"11.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/yas-yasstarcie-strap-long-dress-maxi-dress-black-y0121c1qy-q11.html,YAS,STRAP VIP , Occasion wear,Occasion dresses,Â£54.99,black,--,--,Satin,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Cowl neck,Plain,Adjustable straps,Y0121C1QY-Q11,Long,Long,"53.5 "" (Size S)",Slim Fit,"Our model is 5' 9""  tall and is wearing size S","15.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lace-and-beads-morley-occasion-wear-bridal-white-ls721c0ge-a11.html,Lace & Beads,MORLEY , Occasion wear,Occasion dresses,Â£119.99,bridal white,--,--,Tulle,--,100% polyester,100% polyester,--,--,--,--,Zip,Backless,Plain,"Bust darts, slip, sequins, rhinestones",LS721C0GE-A11,Long,Sleeveless,"66.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lace-and-beads-morley-occasion-wear-bridal-white-ls721c0ge-a11.html,Lace & Beads,MORLEY , Occasion wear,Occasion dresses,Â£119.99,blue,--,--,Tulle,--,100% polyester,100% polyester,--,--,--,--,Zip,Backless,Plain,"Bust darts, slip, sequins, rhinestones",LS721C0GE-A11,Long,Sleeveless,"66.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-torrie-evening-dress-occasion-wear-gilded-brassgold-l4221c1a4-f11.html,Lauren Ralph Lauren,TORRIE SLEEVELESS EVENING DRESS , Occasion wear,Occasion dresses,Â£264.99,gilded brass/gold,--,--,--,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Cache-coeur,Marl,Slip,L4221C1A4-F11,Long,Sleeveless,"55.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-torrie-evening-dress-occasion-wear-gilded-brassgold-l4221c1a4-f11.html,Lauren Ralph Lauren,TORRIE SLEEVELESS EVENING DRESS , Occasion wear,Occasion dresses,Â£264.99,crimson maroon,--,--,--,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Cache-coeur,Marl,Slip,L4221C1A4-F11,Long,Sleeveless,"55.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-torrie-evening-dress-occasion-wear-gilded-brassgold-l4221c1a4-f11.html,Lauren Ralph Lauren,TORRIE SLEEVELESS EVENING DRESS , Occasion wear,Occasion dresses,Â£264.99,deep pine/black,--,--,--,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Cache-coeur,Marl,Slip,L4221C1A4-F11,Long,Sleeveless,"55.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-bodice-ankle-gown-occasion-wear-petal-pink-nt521c0fd-j11.html,Needle & Thread,BODICE ANKLE GOWN , Occasion wear,Occasion dresses,Â£279.99,video overlay,--,--,Tulle,--,100% polyester,100% polyester,Dry clean only,--,--,--,Zip,Crew neck,Floral,"Bust darts, slip, border, embroidery",NT521C0FD-J11,Long,Short,"53.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tiger-of-sweden-cattus-occasion-wear-pure-white-ti521c08m-a11.html,Tiger of Sweden,CATTUS , Occasion wear,Occasion dresses,Â£234.99,pure white,--,--,Satin,--,"75% acetate, 22% polyamide, 3% elastane","96% polyester, 4% elastane",Dry clean only,--,--,--,Zip,--,Plain,Slip,TI521C08M-A11,Short,"Strapless, sleeveless","39.5 "" (Size S)",Bodycon,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/adrianna-papell-halter-beaded-gown-occasion-wear-marble-ad421c0em-c11.html,Adrianna Papell,HALTER BEADED GOWN , Occasion wear,Occasion dresses,Â£334.99,marble,--,--,Tulle,--,100% polyester,100% polyester,Hand wash only,Standing collar,--,--,Zip,Backless,--,"Bust darts, slip, sequins, rhinestones",AD421C0EM-C11,Long,Sleeveless,"59.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-emilana-gown-occasion-wear-graphite-nt521c0ej-q11.html,Needle & Thread,EMILANA GOWN , Occasion wear,Occasion dresses,Â£449.99,graphite,--,--,Tulle,--,100% polyester,100% polyester,Dry clean only,Standing collar,--,--,Zip,--,Plain,"Slip, embroidery",NT521C0EJ-Q11,Long,"25.5 "" (Size 8)","61.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/sistaglam-curve-dasianne-curve-occasion-wear-navy-s4h21c00a-k11.html,Sistaglam Curve,DASIANNE CURVE , Occasion wear,Occasion dresses,Â£174.99,navy,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",--,--,--,Zip,Cache-coeur,Plain,"Bust darts, slip, sequins",S4H21C00A-K11,Long,"25.0 "" (Size 16)","58.5 "" (Size 16)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/adrianna-papell-embroidered-long-ballgown-occasion-wear-champagne-gold-ad421c0eo-f11.html,Adrianna Papell,EMBROIDERED LONG BALLGOWN , Occasion wear,Occasion dresses,Â£254.99,champagne gold,--,--,Tulle,--,100% polyester,100% polyester,--,--,--,--,Zip,Low-cut v-neck,--,"Belt included, slip, sequins, embroidery",AD421C0EO-F11,Long,Short,"59.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-elsie-cami-dress-cocktail-dress-party-dress-champagne-nt521c0ey-a11.html,Needle & Thread,ELSIE CAMI DRESS , Occasion wear,Occasion dresses,Â£259.99,video overlay,--,--,Tulle,--,100% polyester,100% polyester,Dry clean only,--,--,--,Zip,Low-cut v-neck,Floral,"Border, bust darts, adjustable straps, sequins, embroidery, slip",NT521C0EY-A11,Long,Spaghetti straps,"61.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-iris-short-sleeve-v-neck-bodice-ankle-gown-occasion-wear-moonshine-nt521c0g1-j11.html,Needle & Thread,IRIS SHORT SLEEVE V NECK BODICE ANKLE GOWN , Occasion wear,Occasion dresses,Â£344.99,video overlay,--,--,Tulle,--,100% nylon,100% polyester,Dry cleanable,--,--,--,Zip,Low-cut v-neck,Floral,"Slip, sequins, border",NT521C0G1-J11,Long,Elbow length,"64.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jarlo-occasion-wear-black-j3121c07u-q11.html,Jarlo,Occasion wear,,Occasion dresses,Â£174.99,black,--,--,--,--,"97% polyester, 3% elastane","98% polyester, 2% elastane","Do not tumble dry, Do not wash",--,--,--,Zip,--,Plain,"Padded bust, slip, wired bustier",J3121C07U-Q11,Long,Strapless,"53.0 "" (Size 8)",Slim Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jarlo-occasion-wear-black-j3121c07u-q11.html,Jarlo,Occasion wear,,Occasion dresses,Â£174.99,ivory,--,--,--,--,"97% polyester, 3% elastane","98% polyester, 2% elastane","Do not tumble dry, Do not wash",--,--,--,Zip,--,Plain,"Padded bust, slip, wired bustier",J3121C07U-Q11,Long,Strapless,"53.0 "" (Size 8)",Slim Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/alice-olivia-dakota-slip-gown-occasion-wear-black-a2n21c018-q11.html,Alice + Olivia,DAKOTA SLIP GOWN , Occasion wear,Occasion dresses,Â£395.00,video overlay,--,--,Satin,--,"75% triacetate, 25% polyester","94% polyester, 6% elastane",Dry clean only,--,--,--,Zip,Backless,Plain,Slip,A2N21C018-Q11,Long,Spaghetti straps,"61.0 "" (Size 8)",Bodycon,"Our model is 5' 11""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/rosemunde-occasion-wear-ivory-rm021c018-a11.html,Rosemunde,DRESS LS , Occasion wear,Occasion dresses,Â£164.99,video overlay,--,Yes,Lace,--,"50% cotton, 48% polyamide, 2% elastane",100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Boat neck,Plain,Slip,RM021C018-A11,Long,"27.0 "" (Size M)","61.0 "" (Size M)",Small,"Our model is 5' 9""  tall and is wearing size M",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/rosemunde-occasion-wear-ivory-rm021c018-a11.html,Rosemunde,DRESS LS , Occasion wear,Occasion dresses,Â£164.99,ivory,--,Yes,Lace,--,"50% cotton, 48% polyamide, 2% elastane",100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Boat neck,Plain,Slip,RM021C018-A11,Long,"27.0 "" (Size M)","61.0 "" (Size M)",Small,"Our model is 5' 9""  tall and is wearing size M",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/rosemunde-occasion-wear-ivory-rm021c018-a11.html,Rosemunde,DRESS LS , Occasion wear,Occasion dresses,Â£164.99,black,--,Yes,Lace,--,"50% cotton, 48% polyamide, 2% elastane",100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Boat neck,Plain,Slip,RM021C018-A11,Long,"27.0 "" (Size M)","61.0 "" (Size M)",Small,"Our model is 5' 9""  tall and is wearing size M",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/adrianna-papell-beaded-blouson-gown-occasion-wear-ivorypearl-ad421c0ez-a11.html,Adrianna Papell,BEADED BLOUSON GOWN , Occasion wear,Occasion dresses,Â£334.99,ivory/pearl,--,--,Tulle,--,100% polyester,100% polyester,Do not wash,--,--,--,Zip,Low-cut v-neck,Plain,"Sequins, slip, rhinestones",AD421C0EZ-A11,Long,Sleeveless,"59.0 "" (Size 8)",Regular Fit,--,"14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/bec-and-bridge-joelene-dress-occasion-wear-cognac-beu21c03l-o11.html,Bec & Bridge,JOELENE DRESS , Occasion wear,Occasion dresses,Â£349.99,cognac,--,--,--,--,"91% polyester, 9% elastane","91% polyester, 9% elastane",Machine wash at 40Â°C,--,--,--,Zip,Backless,Plain,Bust darts,BEU21C03L-O11,Long,Spaghetti straps,"59.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/bytimo-georgette-dress-maxi-dress-cassia-byh21c01s-t11.html,byTiMo,DRESS , Occasion wear,Occasion dresses,Â£349.99,cassia,--,--,Chiffon,--,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Crew neck,Floral,"Adjustable straps, slip",BYH21C01S-T11,Long,"23.0 "" (Size S)","63.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S","12.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/marchesa-occasion-wear-wisteria-m7g21c00j-q11.html,Marchesa,Occasion wear,,Occasion dresses,"Â£3,030.00",video overlay,--,--,"Chiffon, tulle",--,100% silk,100% polyester,Dry clean only,--,Asymmetrical,--,Zip,--,Floral,"Belt included, wired bustier, slip, bow",M7G21C00J-Q11,Long,"Strapless, sleeveless","54.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",--,--,--,--,100% nylon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-tempest-v-neck-bodice-ankle-gown-occasion-wear-graphite-nt521c0f4-j11.html,Needle & Thread,TEMPEST V,NECK BODICE ANKLE GOWN ,Occasion dresses,Â£289.99,video overlay,--,--,Tulle,--,100% polyester,100% polyester,Dry clean only,--,--,--,Zip,Cache-coeur,Plain,"Slip, sequins, border, embroidery",NT521C0F4-J11,Long,"24.5 "" (Size 8)","53.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/adrianna-papell-beaded-blouson-dress-occasion-wear-elegant-sky-ad421c0f0-k11.html,Adrianna Papell,BEADED BLOUSON DRESS , Occasion wear,Occasion dresses,Â£209.99,elegant sky,--,--,Tulle,--,100% polyester,100% polyester,Do not wash,--,--,--,Zip,Low-cut v-neck,--,"Bust darts, sequins, slip, rhinestones",AD421C0F0-K11,Long,Spaghetti straps,"60.0 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-fifi-long-sleeve-ankle-gown-occasion-wear-petal-pink-nt521c0f0-j11.html,Needle & Thread,FIFI LONG SLEEVE ANKLE GOWN , Occasion wear,Occasion dresses,Â£614.99,video overlay,--,--,Tulle,--,100% polyester,100% polyester,Dry clean only,--,--,--,Zip,Crew neck,--,"Bust darts, slip, sequins, border, embroidery",NT521C0F0-J11,Long,"24.5 "" (Size 8)","54.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/dkny-double-v-gown-with-front-ruffle-occasion-wear-black-dk121c0ei-q11.html,DKNY,DOUBLE V GOWN WITH FRONT RUFFLE , Occasion wear,Occasion dresses,Â£244.99,black,--,--,Satin,--,100% polyester,100% polyester,Dry clean only,--,--,--,Zip,Low-cut v-neck,Plain,"Belt included, inseam pockets, bust darts, slip",DK121C0EI-Q11,Long,Extra short,"58.5 "" (Size 8)",Slim Fit,--,"11.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/maya-deluxe-embellished-occasion-wear-elderberry-m2z21c09e-i11.html,Maya Deluxe,EMBELLISHED  , Occasion wear,Occasion dresses,Â£164.99,elderberry,--,--,--,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Crew neck,Striped,"Bust darts, sequins",M2Z21C09E-I11,Long,Sleeveless,"59.0 "" (Size 8)",Regular Fit,--,"15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/rosemunde-long-lace-dress-low-back-long-sleeve-occasion-wear-soft-ivory-rm021c01q-a11.html,Rosemunde,LONG LACE DRESS LOW BACK LONG SLEEVE , Occasion wear,Occasion dresses,Â£264.99,soft ivory,--,--,Lace,--,"50% cotton, 48% polyamide, 2% elastane",100% viscose,--,--,--,--,--,Backless,Plain,Button row,RM021C01Q-A11,Extra long,"24.5 "" (Size S)","74.0 "" (Size S)",Bodycon,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-rococo-maxi-dress-cocktail-dress-party-dress-champagne-nt521c0ev-a11.html,Needle & Thread,ROCOCO MAXI DRESS , Occasion wear,Occasion dresses,Â£264.99,video overlay,--,--,Tulle,--,100% polyester,100% polyester,Dry clean only,--,--,--,Zip,Crew neck,Floral,"Slip, sequins, border, embroidery",NT521C0EV-A11,Long,Short,"59.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
