,Style,Link,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Article number,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
3912,,https://www.zalando.co.uk/wal-g-harry-maxi-dress-occasion-wear-black-wg021c0o1-q11.html,WAL G.,HARRY MAXI DRESS ,40.99,2,black,Jersey,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Low v-neck,Plain,"Padded bust, wired bustier",WG021C0O1-Q11,Maxi/long,Sleeveless,Sleeveless,"56.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",--,No,No,No,No,No
3913,,https://www.zalando.co.uk/arket-game-dress-cocktail-dress-party-dress-black-aru21c026-q11.html,ARKET,Cocktail dress / Party dress,84.99,3,black,--,100% polyester,100% polyester,"Machine wash at 40Â°C, do not tumble dry",--,--,Zip,,Spaghetti straps,Plain,Slip,ARU21C026-Q11,Knee length,Spaghetti straps,Spaghetti straps,"38.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,Yes
3914,,https://www.zalando.co.uk/mamalicious-mletta-short-dress-jersey-dress-parchment-m6429f0ua-b11.html,MAMALICIOUS,MLETTA SHORT DRESS ,34.99,1,off-white,Velvet/velour,"70% cotton, 25% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Accentuating the waist,Round neckline,Plain,Belt included,M6429F0UA-B11,Knee length,Short,Short,"36.5 "" (Size 8)",Slim Fit,Slim fit,--,--,No,No,No,No,No
3915,,https://www.zalando.co.uk/materiel-short-sleeve-transformation-dress-cocktail-dress-party-dress-black-mdh21c00g-q11.html,Materiel,SHORT SLEEVE TRANSFORMATION DRESS ,524.99,5,black,--,"80% viscose, 13% polyamide, 7% elastane",--,Dry clean only,--,--,Zip,,Low v-neck,Plain,--,MDH21C00G-Q11,Calf length,short,Short,"47.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,No,Yes
3916,,https://www.zalando.co.uk/wal-g-dress-black-wg021c03x-q11.html,WAL G.,PLUNGE NECKLICE WITH SLEEVES DRESS ,31.99,1,black,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Low v-neck,Plain,"Bust darts, wired bustier",WG021C03X-Q11,Extra short,Extra short,Short,"26.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 10",--,No,No,No,No,Yes
3917,,https://www.zalando.co.uk/diesel-day-dress-black-di121c0by-q11.html,Diesel,Day dress,179.99,4,black,--,"74% nylon, 26% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Round neckline,--,--,DI121C0BY-Q11,Extra short,"25.0 "" (Size S)",Long,"32.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,No,No
3918,,https://www.zalando.co.uk/liu-jo-abito-cocktail-dress-party-dress-miami-li621c06t-a11.html,LIU JO,ABITO ,264.99,5,electric blue,Satin,"97% polyester, 3% elastane","97% polyester, 3% elastane","Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Strapless,Plain,--,LI621C06T-A11,Short,Strapless,Strapless,"25.0 "" (Size 10)",Regular Fit,Regular fit,--,--,No,No,No,No,No
3919,,https://www.zalando.co.uk/iro-anda-day-dress-whitegreyblack-ir221c04l-q11.html,Iro,ANDA ,454.99,5,black/white,--,100% viscose,100% viscose,Dry clean only,--,--,Zip,Wrap dresses,Low v-neck,Prints in general,"Slip, border",IR221C04L-Q11,Short,"28.5 "" (Size 10)",Long,"38.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No
3920,,https://www.zalando.co.uk/calvin-klein-jeans-two-tone-monogram-hoodie-dress-day-dress-fossil-grey-c1821c09k-c11.html,Calvin Klein,TWO TONE MONOGRAM HOODIE DRESS ,99.99,3,grey,Sweat,100% cotton,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Hooded dresses,--,Prints in general,Elasticated waist,C1821C09K-C11,Short,"26.0 "" (Size S)",Long,"33.0 "" (Size S)",Oversized,Loose fit,"Our model is 5' 10""  tall and is wearing size S",--,No,Yes,No,No,No
3921,,https://www.zalando.co.uk/hugo-komerla-day-dress-open-miscellaneous-hu721c0cf-q11.html,HUGO,KOMERLA ,269.99,5,burgundy,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,Accentuating the waist,Round neckline,Prints in general,Bust darts,HU721C0CF-Q11,Calf length,"23.5 "" (Size 8)",Long,"54.0 "" (Size 8)",Fitted waist,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
3922,,https://www.zalando.co.uk/envii-ensweetie-dress-day-dress-slate-black-ei421c07d-o11.html,Envii,ENSWEETIE DRESS ,74.99,2,army green,--,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Turn-down collar,--,Button,Button down dresses,--,Plain,--,EI421C07D-O11,Short,"24.5 "" (Size S)",Long,"39.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No
3923,,https://www.zalando.co.uk/nuemph-nunanna-dress-day-dress-light-grey-melange-nu121c091-c11.html,Numph,NUNANNA DRESS ,64.99,2,grey,Sweat,"80% cotton, 20% polyamide",--,--,--,--,--,,Round neckline,Plain,Inseam pockets,NU121C091-C11,Knee length,"23.5 "" (Size S)",Long,"35.0 "" (Size S)",Loose Fit,Loose fit,--,--,No,yes,No,No,No
3924,,https://www.zalando.co.uk/mango-day-dress-off-white-m9121c5kz-a11.html,Mango,MATILDE ,29.99,1,black/white,--,"95% polyester, 5% elastane",--,"Machine wash at 40Â°C, do not tumble dry, Dry cleanable",--,--,Button,,Round neckline,Floral,--,M9121C5KZ-A11,Calf length,Short,Short,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
3925,,https://www.zalando.co.uk/culture-cuberna-dress-day-dress-holly-green-cu221c09l-m11.html,Culture,CUBERNA DRESS ,89.99,3,green,Velvet/velour,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,Wrap dresses,Low v-neck,Floral,Lined fastener,CU221C09L-M11,Knee length,"20.0 "" (Size M)",Long,"41.5 "" (Size M)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size M","17.5 "" (Size M)",No,No,No,No,No
3926,,https://www.zalando.co.uk/danefa-koebenhavn-charlotte-dress-day-dress-khakigreen-fleurie-dai21c00m-n11.html,DanefÃ¦ KÃ¸benhavn,CHARLOTTE DRESS ,74.99,2,green,Jersey,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Round neckline,Floral,--,DAI21C00M-N11,Knee length,Elbow length,Elbow length,"42.5 "" (Size 10)",Regular Fit,Regular fit,--,--,No,No,No,No,No
3927,,https://www.zalando.co.uk/edc-by-esprit-day-dress-emerald-green-ed121c0yn-m11.html,Esprit,Day dress,36.99,1,navy,--,100% viscose,--,"Do not bleach, do not tumble dry, machine wash at 30Â°C",--,--,--,,Low v-neck,Prints in general,--,ED121C0YN-M11,Calf length,Elbow length,Elbow length,--,Loose Fit,Loose fit,--,--,No,No,No,No,No
3928,,https://www.zalando.co.uk/abercrombie-and-fitch-chase-party-plunge-neck-midi-dress-cocktail-dress-party-dress-black-a0f21c09d-q11.html,Abercrombie & Fitch,CHASE PARTY PLUNGE NECK MIDI DRESS ,109.99,3,black,Jersey,"95% polyester, 5% elastane",--,Machine wash at 30Â°C,--,--,Zip,Bodycon dresses,Low v-neck,Plain,Bust darts,A0F21C09D-Q11,Calf length,Sleeveless,Sleeveless,"49.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,Yes
3929,,https://www.zalando.co.uk/diane-von-furstenberg-crystal-day-dress-green-df221c0b1-m11.html,Diane von Furstenberg,CRYSTAL ,420.00,5,green,Tulle,100% nylon,100% nylon,Dry clean only,,--,--,,Low v-neck,Floral,Slip,DF221C0B1-M11,Knee length,"24.5 "" (Size S)",Long,"44.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No
3930,,https://www.zalando.co.uk/vila-vifillippa-v-neck-midi-dress-day-dress-pastel-lilawhitepurple-v1021c2yi-i11.html,Vila,VIFILLIPPA V NECK MIDI DRESS ,43.99,2,pastel purple,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,V-neck,Floral,"Bust darts, slip",V1021C2YI-I11,Short,"24.5 "" (Size 8)",Long,"36.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
3931,,https://www.zalando.co.uk/only-onldia-life-midi-dress-day-dress-elmwood-on321c2d1-o11.html,Only,ONLDIA LIFE MIDI DRESS ,39.99,1,brown,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,Button,,Low v-neck,Animal Prints in general,--,ON321C2D1-O11,Calf length,Short,Short,"47.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No
3932,,https://www.zalando.co.uk/banana-republic-hot-store-dress-day-dress-white-print-bj721c0gp-t11.html,Banana Republic,HOT STORE DRESS ,129.99,4,white multi-coloured,--,100% linen,100% cotton,"Machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,--,Button,Accentuating the waist,Round neckline,Floral,"Belt included, inseam pockets",BJ721C0GP-T11,Knee length,"24.5 "" (Size S)",Long,"35.0 "" (Size S)",Regular Fit,Regular fit,--,"16.0 "" (Size S)",No,yes,No,No,No
3933,,https://www.zalando.co.uk/by-malene-birger-favine-day-dress-earth-powder-by121c095-o11.html,Marlene Birger,FAVINE ,329.99,5,brown,"Rib, Knit",100% wool,--,--,--,--,--,,Low v-neck,Plain,--,BY121C095-O11,Calf length,"27.5 "" (Size S)",Long,"54.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S",--,No,No,No,No,No
3934,,https://www.zalando.co.uk/vila-petite-vigabrielle-modesty-o-neck-ankle-dress-day-dress-navy-blazer-vip21c03y-t11.html,Vila,VIGABRIELLE MODESTY O NECK ANKLE DRESS ,47.99,2,multi-coloured,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,Button,,Round neckline,Floral,Slip,VIP21C03Y-T11,Calf length,"24.5 "" (Size 8)",Long,"49.5 "" (Size 8)",Regular Fit,Regular fit,--,"14.0 "" (Size 8)",No,No,No,No,No
3935,,https://www.zalando.co.uk/mango-day-dress-beige-m9121c5is-b11.html,Mango,TULIPA ,49.99,2,off-white,--,"70% viscose, 30% polyester",100% polyester,"Do not tumble dry, Hand wash only, Dry cleanable",--,--,Zip,,Round neckline,Animal Prints in general,Covered fastener,M9121C5IS-B11,Calf length,Short,Short,--,Slim Fit,Slim fit,--,--,No,No,No,No,No
3936,,https://www.zalando.co.uk/marchesa-occasion-wear-waterlily-m7g21c00p-t11.html,Marchesa,Occasion wear,"5,055,00",5,white multi-coloured,--,100% silk,100% polyester,Dry clean only,Volant/frill collar,--,Zip,,--,Floral,"Slip, wired bustier",M7G21C00P-T11,Maxi/long,Short,Short,"69.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No
3937,,https://www.zalando.co.uk/vila-vipartina-dress-cocktail-dress-party-dress-bodacious-pink-v1021c2oq-j11.html,Vila,VIPARTINA DRESS ,30.99,1,pink,Jersey,"88% polyester, 12% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Wrap dresses,Low v-neck,Plain,Slip,V1021C2OQ-J11,Knee length,Long,Long,--,Slim Fit,Slim fit,--,--,No,No,No,No,No
3938,,https://www.zalando.co.uk/just-cavalli-cocktail-dress-party-dress-natural-variant-ju621c0c7-o11.html,Just Cavalli,Cocktail dress / Party dress,349.99,5,brown,--,"87% polyester, 13% elastane",--,Hand wash only,--,--,Zip,Bodycon dresses,Low v-neck,Animal Prints in general,"Bust darts, wired bustier",JU621C0C7-O11,Thigh length,Sleeveless,Sleeveless,"35.0 "" (Size 10)",Bodycon,Slim fit,--,--,No,No,No,No,No
3939,,https://www.zalando.co.uk/lily-and-lionel-fifi-dress-day-dress-solstice-bordeaux-l2t21c01g-g11.html,Lily & Lionel,FIFI DRESS ,239.99,5,burgundy,--,100% viscose,100% viscose,Hand wash only,--,--,Belt,Wrap dresses,Low v-neck,Floral,"Bust darts, slip, bow",L2T21C01G-G11,Calf length,"25.0 "" (Size 10)",Long,"46.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","14.5 "" (Size 10)",No,No,No,No,No
3940,,https://www.zalando.co.uk/forever-new-curve-lola-curve-long-sleeve-ruffle-cocktail-dress-party-dress-athena-fop21c00z-i11.html,Forever New,LOLA CURVE LONG SLEEVE RUFFLE  ,119.99,3,white multi-coloured,--,100% viscose,100% polyester,Hand wash only,--,--,Zip,,Low v-neck,Floral,Slip,FOP21C00Z-I11,Calf length,3/4 length,Elbow length,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
3941,,https://www.zalando.co.uk/hollister-co-short-dress-day-dress-white-stripe-h0421c052-a11.html,Hollister Co.,RUGBY SHORT DRESS  ,28.99,1,white,Sweat,100% cotton,--,Machine wash at 30Â°C,Polo shirt,--,--,Polo dresses,--,Striped,--,H0421C052-A11,Short,"22.5 "" (Size LxS)",Long,"34.0 "" (Size LxS)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size LxS",--,No,No,No,No,No
3942,,https://www.zalando.co.uk/david-koma-crystal-tube-cutouts-contrast-mini-dress-cocktail-dress-party-dress-blackwhite-d0t21c00j-q11.html,David Koma,CRYSTAL TUBE CUTOUTS CONTRAST MINI DRESS ,925.00,5,black/white,--,"52% acetate, 45% viscose, 3% elastane","68% acetate, 32% polyester",--,Standing collar,--,Zip,,--,--,"Bust darts, slip, rhinestones",D0T21C00J-Q11,Extra short,Sleeveless,Sleeveless,"33.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,yes,No,No
3943,,https://www.zalando.co.uk/rich-and-royal-dress-flower-print-day-dress-spring-green-ri521c04u-m11.html,Rich & Royal,DRESS FLOWER PRINT ,174.99,4,bright multi-coloured,--,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,Zip,,--,Floral,--,RI521C04U-M11,Thigh length,"24.5 "" (Size 8)",Long,"44.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,No
3944,,https://www.zalando.co.uk/nly-by-nelly-ruched-front-dress-cocktail-dress-party-dress-black-neg21c0id-q11.html,Nly by Nelly,RUCHED FRONT DRESS ,39.99,1,black,Jersey,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Bodycon dresses,Low v-neck,Plain,--,NEG21C0ID-Q11,Extra short,"29.0 "" (Size S)",Long,"33.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",--,Yes,No,No,No,No
3945,,https://www.zalando.co.uk/cartoon-day-dress-blackgrey-c0421c064-q11.html,Cartoon,Day dress,76.49,2,black,Knit,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Round neckline,Plain,--,C0421C064-Q11,Knee length,"17.5 "" (Size 10)",Elbow length,"35.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10",--,No,No,No,No,No
3946,,https://www.zalando.co.uk/billabong-love-light-day-dress-off-black-bi721c05a-q11.html,Billabong,LOVE LIGHT ,59.99,2,black multi-coloured,--,100% viscose,--,Hand wash only,--,--,Hook fasteningÂ ,Wrap dresses,Low v-neck,Floral,--,BI721C05A-Q11,Short,"22.0 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","16.0 "" (Size S)",No,No,No,No,No
3947,,https://www.zalando.co.uk/needle-and-thread-tempest-v-neck-bodice-ankle-gown-occasion-wear-graphite-nt521c0f4-j11.html,Needle & Thread,TEMPEST V,289.99,5,black,Tulle,100% polyester,100% polyester,Dry clean only,--,--,Zip,Wrap dresses,Low v-neck,Plain,"Slip, sequins, border, embroidery",NT521C0F4-J11,Maxi/long,"24.5 "" (Size 8)",Long,"53.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,yes,No,No
3948,,https://www.zalando.co.uk/allsaints-coco-asago-day-dress-pinkblack-a0q21c0hb-t11.html,AllSaints,COCO ASAGO ,199.99,4,black multi-coloured,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Button,,--,Floral,Slip,A0Q21C0HB-T11,Calf length,Extra short,Short,"52.5 "" (Size 8)",Regular Fit,Regular fit,--,"16.5 "" (Size 8)",No,No,No,No,No
3949,,https://www.zalando.co.uk/never-fully-dressed-studio-monique-dress-cocktail-dress-party-dress-multi-nen21c04y-t11.html,Never Fully Dressed,STUDIO MONIQUE DRESS ,94.99,3,bright multi-coloured,Chiffon,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Low v-neck,Floral,--,NEN21C04Y-T11,Extra short,"26.0 "" (Size 8)",Long,"33.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,No
3950,,https://www.zalando.co.uk/lacoste-day-dress-overview-la221c04l-k12.html,Lacoste,Day dress,134.99,4,pastel blue,PiquÃ©,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",Polo shirt,--,Zip,Polo dresses,--,Plain,Elasticated waist,LA221C04L-K12,Knee length,Short,Short,"44.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,No
3951,,https://www.zalando.co.uk/na-kd-hoodie-dress-day-dress-grey-melange-naa21c0oo-c11.html,NA-KD,HOODIE DRESS ,39.99,1,grey,Sweat,"65% cotton, 35% polyester",--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,--,Hooded dresses,V-neck,Plain,--,NAA21C0OO-C11,Short,"26.0 "" (Size S)",Long,"33.5 "" (Size S)",Loose Fit,Loose fit,--,--,No,No,No,No,No
3952,,https://www.zalando.co.uk/roksanda-anaisa-dress-occasion-wear-chartreuse-r9821c020-m11.html,Roksanda,ANAISA DRESS ,995.00,5,green,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",Standing collar,--,Zip,,--,Plain,--,R9821C020-M11,Maxi/long,Sleeveless,Sleeveless,"60.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","19.5 "" (Size 10)",No,No,No,No,No
3953,,https://www.zalando.co.uk/jarlo-genie-cocktail-dress-party-dress-black-j3121c07t-q11.html,Jarlo,Cocktail dress / Party dress,139.99,4,black,--,"97% polyester, 3% elastane","98% polyester, 2% elastane","Do not tumble dry, Do not wash",--,--,Zip,,Spaghetti straps,Plain,"Padded bust, slip, wired bustier",J3121C07T-Q11,Calf length,Spaghetti straps,Spaghetti straps,"45.5 "" (Size 8)",Slim Fit,Slim fit,--,"14.0 "" (Size 8)",No,No,No,No,No
3954,,https://www.zalando.co.uk/wal-g-cole-puff-sleeve-skater-dress-cocktail-dress-party-dress-white-wg021c0s9-a11.html,WAL G.,COLE PUFF SLEEVE SKATER DRESS ,38.99,1,white,--,"96% polyester, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Round neckline,Plain,--,WG021C0S9-A11,Short,Elbow length,Elbow length,"34.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","13.0 "" (Size 10)",No,No,No,No,Yes
3955,,https://www.zalando.co.uk/in-the-style-jossa-puff-sleeve-wrap-midi-dress-cocktail-dress-party-dress-brown-i0421c01t-o11.html,IN THE STYLE,JOSSA PUFF SLEEVE WRAP MIDI DRESS ,48.99,2,red,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Wrap dresses,Low v-neck,Animal Prints in general,--,I0421C01T-O11,Knee length,Elbow length,Elbow length,"45.5 "" (Size 6)",Regular Fit,Regular fit,--,"14.0 "" (Size 6)",No,No,No,No,No
3956,,https://www.zalando.co.uk/notes-du-nord-becca-dress-day-dress-vintage-rose-n0p21c00w-j11.html,Notes du Nord,BECCA DRESS ,199.99,4,multi-coloured,--,"65% cotton, 32% nylon, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Button,Accentuating the waist,--,Floral,"Bust darts, belt included, rhinestones",N0P21C00W-J11,Calf length,"28.0 "" (Size 10)",Long,"47.0 "" (Size 10)",Regular Fit,Regular fit,--,"15.5 "" (Size 10)",No,No,yes,No,No
3957,,https://www.zalando.co.uk/depeche-dress-day-dress-black-de321c00h-q11.html,DEPECHE,DRESS ,334.99,5,black,--,100% leather,--,--,Standing collar,--,Zip,,--,Plain,Elasticated waist,DE321C00H-Q11,Knee length,Short,Short,"43.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","17.5 "" (Size 10)",No,No,No,No,No
3958,,https://www.zalando.co.uk/only-carmakoma-carjemma-life-dress-day-dress-medium-blue-denim-ona21c0cw-k11.html,Only,CARJEMMA LIFE DRESS ,47.99,2,denim,Denim,100% lyocell,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Low v-neck,Plain,Bust darts,ONA21C0CW-K11,Knee length,"18.0 "" (Size 16)",Elbow length,"43.0 "" (Size 16)",Regular Fit,Regular fit,--,"17.5 "" (Size 16)",No,No,No,No,No
3959,,https://www.zalando.co.uk/inwear-padiaiw-dress-day-dress-black-in321c0e4-q11.html,InWear,PADIAIW DRESS ,124.99,4,black,--,"97% polyester, 3% elastane","94% polyester, 6% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Accentuating the waist,Low v-neck,Plain,"Belt included, slip",IN321C0E4-Q11,Calf length,Sleeveless,Sleeveless,"51.5 "" (Size 8)",Regular Fit,Regular fit,--,"12.0 "" (Size 8)",No,No,No,No,No
3960,,https://www.zalando.co.uk/michael-michael-kors-midi-wrap-cocktail-dress-party-dress-black-mk121c0ka-q11.html,MICHAEL Michael Kors,MIDI WRAP ,234.99,5,black,--,100% polyester,100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Volant/frill collar,--,Laces,,--,Floral,Slip,MK121C0KA-Q11,Calf length,Short,Short,"42.5 "" (Size S)",Regular Fit,Regular fit,--,"14.0 "" (Size S)",No,No,No,No,No
3961,,https://www.zalando.co.uk/love-copenhagen-kandi-dress-day-dress-beryl-green-l1g21c05f-m11.html,Love Copenhagen,KANDI DRESS ,119.99,3,pastel green,--,"55% viscose, 30% lyocell, 15% nylon",100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Laces,,Round neckline,Plain,Slip,L1G21C05F-M11,Maxi/long,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,Yes
3962,,https://www.zalando.co.uk/nly-by-nelly-floral-high-neck-dress-cocktail-dress-party-dress-multi-coloured-neg21c0gs-t11.html,Nly by Nelly,FLORAL HIGH NECK DRESS ,42.99,2,sand,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Zip,,--,Floral,--,NEG21C0GS-T11,Short,"25.5 "" (Size 8)",Long,"35.5 "" (Size 8)",Slim Fit,Slim fit,--,"14.0 "" (Size 8)",Yes,No,No,No,No
3963,,https://www.zalando.co.uk/wal-g-shakeela-skater-dress-cocktail-dress-party-dress-dark-brown-wg021c0qq-o11.html,WAL G.,SHAKEELA SKATER DRESS ,38.99,1,brown,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Low v-neck,Plain,Wired bustier,WG021C0QQ-O11,Extra short,Extra short,Short,"34.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",--,No,No,No,No,No
3964,,https://www.zalando.co.uk/twinset-dress-cocktail-dress-party-dress-neroneve-tw321c07e-q11.html,TWINSET,DRESS ,179.99,4,black/white,"Jersey, chiffon","68% viscose, 27% polyamide, 5% elastane",--,Dry clean only,Standing collar,--,Zip,,--,--,Inseam pockets,TW321C07E-Q11,Short,"28.5 "" (Size 8)",Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",--,No,yes,No,No,No
3965,,https://www.zalando.co.uk/desigual-woman-tops-day-dress-black-de121c0zz-q11.html,Desigual,WOMAN TOPS ,94.99,3,black multi-coloured,Rib,"94% viscose, 6% elastane",--,"Do not tumble dry, machine wash at 30Â°C",Standing collar,--,--,Bodycon dresses,--,Prints in general,--,DE121C0ZZ-Q11,Knee length,"22.5 "" (Size S)",Long,"44.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No
3966,,https://www.zalando.co.uk/saint-tropez-aileensz-dress-cocktail-dress-party-dress-black-s2821c0d9-q11.html,Saint Tropez,AILEENSZ DRESS ,44.99,2,black,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Button,Accentuating the waist,--,Plain,Belt included,S2821C0D9-Q11,Knee length,Sleeveless,Sleeveless,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No
3967,,https://www.zalando.co.uk/gina-tricot-jonna-cocktail-dress-party-dress-black-gid21c08j-q11.html,Gina Tricot,JONNA  ,54.99,2,black,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Button,,Round neckline,Plain,--,GID21C08J-Q11,Short,"23.5 "" (Size 36)",Long,"35.0 "" (Size 36)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 36","16.0 "" (Size 36)",No,No,No,No,No
3968,,https://www.zalando.co.uk/only-tall-onlnella-wrap-midi-dress-day-dress-night-sky-dusty-blue-ond21c080-k11.html,Only,ONLNELLA WRAP MIDI DRESS ,30.99,1,navy,Rib,"70% polyester, 26% viscose, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Laces,Wrap dresses,Low v-neck,Striped,--,OND21C080-K11,Calf length,Sleeveless,Sleeveless,"51.5 "" (Size S)",Slim Fit,Slim fit,--,--,No,No,No,No,No
