link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,,,,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/missguided-tall-one-shoulder-rushed-midi-dress-cocktail-dress-party-dress-black-mig21c0h4-q11.html,Missguided Tall,ONE SHOULDER RUSHED MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£29.99,black,--,--,Jersey,--,"95% polyester, 5% elastane",--,Machine wash at 30Â°C,--,Asymmetrical,--,--,--,Plain,--,MIG21C0H4-Q11,Knee-length,"24.0 "" (Size 8)","41.0 "" (Size 8)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/elisabetta-franchi-womens-dress-cocktail-dress-party-dress-burronero-ef121c0b4-b11.html,Elisabetta Franchi,WOMEN'S DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£414.99,burro/nero,--,--,--,--,"96% polyester, 4% elastane","97% polyester, 3% elastane",Dry clean only,--,--,--,Zip,Crew neck,Checked,"Zip fastening, slip",EF121C0B4-B11,Short,Extra short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ivy-and-oak-cocktail-dress--party-dress-black-iv321c04e-q11.html,IVY & OAK,Cocktail dress / Party dress,,Cocktail Dresses,Â£164.99,black,--,--,--,--,"75% cotton, 25% nylon","65% cotton, 32% nylon, 3% elastane",--,--,--,--,Button,Backless,Plain,"Zip fastening, slip",IV321C04E-Q11,Calf-length,3/4 length,--,Fitted waist,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ivy-and-oak-cocktail-dress--party-dress-black-iv321c04e-q11.html,IVY & OAK,Cocktail dress / Party dress,,Cocktail Dresses,Â£164.99,Bottle Green,--,--,--,--,"75% cotton, 25% nylon","65% cotton, 32% nylon, 3% elastane",--,--,--,--,Button,Backless,Plain,"Zip fastening, slip",IV321C04E-Q11,Calf-length,3/4 length,--,Fitted waist,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ivy-and-oak-cocktail-dress--party-dress-black-iv321c04e-q11.html,IVY & OAK,Cocktail dress / Party dress,,Cocktail Dresses,Â£164.99,snow white,--,--,--,--,"75% cotton, 25% nylon","65% cotton, 32% nylon, 3% elastane",--,--,--,--,Button,Backless,Plain,"Zip fastening, slip",IV321C04E-Q11,Calf-length,3/4 length,--,Fitted waist,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/roksanda-adriana-dress-cocktail-dress-party-dress-peridot-r9821c027-m11.html,Roksanda,ADRIANA DRESS , Cocktail dress / Party dress,Cocktail Dresses,"Â£1,495.00",video overlay,--,--,Satin,--,100% acetate,"73% acetate, 27% silk",Hand wash only,Standing collar,--,--,Zip,--,--,--,R9821C027-M11,Calf-length,Short,"53.0 "" (Size 10)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,100% silk,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/milly-atalie-glazed-poly-cocktail-dress-party-dress-amethyst-m1221c04s-i11.html,Milly,ATALIE GLAZED DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£314.99,video overlay,--,--,Satin,--,"82% nylon, 18% polyester",100% polyester,Dry clean only,--,--,--,Zip,Low-cut v-neck,Plain,"Bust darts, slip",M1221C04S-I11,Short,Short,"33.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/diane-paris-daphne-cocktail-dress-party-dress-yellow-d2s21c002-e11.html,DIANE Paris,DAPHNÃ‰ , Cocktail dress / Party dress,Cocktail Dresses,Â£660.00,yellow,--,--,Satin,--,100% cupro,100% acetate,--,--,--,--,Zip,--,Plain,"Belt included, button row, slip",D2S21C002-E11,Extra short,"26.5 "" (Size 8)","31.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/maya-deluxe-embellished-bandeau-pencil-midi-dress-cocktail-dress-party-dress-lilac-grey-m2z21c093-d11.html,Maya Deluxe,EMBELLISHED BANDEAU PENCIL MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£119.99,lilac grey,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",--,--,--,Zip,Backless,Plain,"Slip, sequins",M2Z21C093-D11,Knee-length,Strapless,"39.5 "" (Size 8)",Bodycon,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/roksanda-eos-dress-cocktail-dress-party-dress-meadow-r9821c01f-j11.html,Roksanda,EOS DRESS , Cocktail dress / Party dress,Cocktail Dresses,"Â£1,695.00",meadow,--,--,--,--,100% polyester,"73% acetate, 27% silk",Dry clean only,--,--,--,Zip,Boat neck,Print,"Inseam pockets, slip, bow",R9821C01F-J11,Calf-length,Elbow length,"52.5 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/2nd-day-atomic-hollywood-glam-cocktail-dress-party-dress-black-s3821c060-q11.html,2nd Day,ATOMIC HOLLYWOOD GLAM , Cocktail dress / Party dress,Cocktail Dresses,Â£209.99,black,--,--,--,--,100% polyester,"97% polyester, 3% elastane",Dry clean only,--,--,--,Zip,Backless,Plain,Sequins,S3821C060-Q11,Calf-length,Short,"46.0 "" (Size 8)",Slim Fit,"Our model is 5' 11""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/second-female-alix-dress-cocktail-dress-party-dress-black-se421c07o-q11.html,Second Female,ALIX DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£134.99,black,--,--,Chiffon,--,"90% polyester, 10% metal",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Low-cut v-neck,Polka dot,Slip,SE421C07O-Q11,Calf-length,"25.0 "" (Size M)","44.0 "" (Size M)",Slim Fit,"Our model is 5' 10""  tall and is wearing size M","13.5 "" (Size M)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/retrofete-gabrielle-robe-cocktail-dress-party-dress-blust-r0w21c003-t11.html,retrofÃªte,GABRIELLE ROBE , Cocktail dress / Party dress,Cocktail Dresses,Â£470.00,blust,--,--,--,--,100% viscose,100% viscose,Dry clean only,--,--,--,Laces,--,--,"Belt included, sequins",R0W21C003-T11,Short,"26.0 "" (Size S)","34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/retrofete-gabrielle-robe-cocktail-dress-party-dress-blust-r0w21c003-t11.html,retrofÃªte,GABRIELLE ROBE , Cocktail dress / Party dress,Cocktail Dresses,Â£470.00,black,--,--,--,--,100% viscose,100% viscose,Dry clean only,--,--,--,Laces,--,--,"Belt included, sequins",R0W21C003-T11,Short,"26.0 "" (Size S)","34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/temperley-london-dreaming-sleeved-dress-cocktail-dress-party-dress-ivory-tl421c012-a11.html,Temperley London,DREAMING SLEEVED DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£860.00,ivory,--,--,"Lace, chiffon",Semi-sheer,100% viscose,100% viscose,Dry clean only,Standing collar,--,--,Zip,--,Plain,"Bust darts, slip, Crochet Detailing",TL421C012-A11,Calf-length,"26.0 "" (Size 10)","49.5 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,100% nylon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/retrofete-gabrielle-robe-cocktail-dress-party-dress-plum-r0w21c007-i11.html,retrofÃªte,GABRIELLE ROBE , Cocktail dress / Party dress,Cocktail Dresses,Â£455.00,video overlay,--,--,--,--,100% viscose,100% viscose,Dry clean only,--,--,--,Belt,Cache-coeur,Plain,Sequins,R0W21C007-I11,Short,"23.5 "" (Size S)","33.5 "" (Size S)",Regular Fit,Our model is 6'  tall and is wearing size S,"15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/retrofete-gabrielle-robe-cocktail-dress-party-dress-plum-r0w21c007-i11.html,retrofÃªte,GABRIELLE ROBE , Cocktail dress / Party dress,Cocktail Dresses,Â£455.00,plum,--,--,--,--,100% viscose,100% viscose,Dry clean only,--,--,--,Belt,Cache-coeur,Plain,Sequins,R0W21C007-I11,Short,"23.5 "" (Size S)","33.5 "" (Size S)",Regular Fit,Our model is 6'  tall and is wearing size S,"15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/retrofete-gabrielle-robe-cocktail-dress-party-dress-plum-r0w21c007-i11.html,retrofÃªte,GABRIELLE ROBE , Cocktail dress / Party dress,Cocktail Dresses,Â£455.00,chocolata,--,--,--,--,100% viscose,100% viscose,Dry clean only,--,--,--,Belt,Cache-coeur,Plain,Sequins,R0W21C007-I11,Short,"23.5 "" (Size S)","33.5 "" (Size S)",Regular Fit,Our model is 6'  tall and is wearing size S,"15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/retrofete-gabrielle-robe-cocktail-dress-party-dress-plum-r0w21c007-i11.html,retrofÃªte,GABRIELLE ROBE , Cocktail dress / Party dress,Cocktail Dresses,Â£455.00,rose,--,--,--,--,100% viscose,100% viscose,Dry clean only,--,--,--,Belt,Cache-coeur,Plain,Sequins,R0W21C007-I11,Short,"23.5 "" (Size S)","33.5 "" (Size S)",Regular Fit,Our model is 6'  tall and is wearing size S,"15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/alberta-ferretti-dress-embroidered-cocktail-dress-party-dress-mustardgold-af321c02e-e11.html,Alberta Ferretti,DRESS EMBROIDERED , Cocktail dress / Party dress,Cocktail Dresses,Â£910.00,video overlay,--,--,"Lace, tulle",--,100% polyester,"90% acetate, 5% silk, 5% elastane",Dry clean only,--,--,--,Zip,Crew neck,Plain,"Slip, border, embroidery",AF321C02E-E11,Short,"22.0 "" (Size 10)","35.5 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,"81% polyamide, 19% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/calvin-klein-sheer-panel-cami-dress-cocktail-dress-party-dress-black-6ca21c056-q11.html,Calvin Klein,SHEER PANEL CAMI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£195.49,black,"76% acetate, 24% polyester",--,Satin,--,"76% acetate, 24% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Backless,Plain,Adjustable straps,6CA21C056-Q11,Long,Spaghetti straps,"56.5 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",--,--,--,--,--,--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/gestuz-rifa-knot-dress-cocktail-dress-party-dress-black-ge221c0af-q11.html,Gestuz,RIFA KNOT DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£99.99,black,--,--,Sweat,--,"94% viscose, 6% elastane",--,--,Standing collar,--,--,--,--,Plain,--,GE221C0AF-Q11,Knee-length,"27.5 "" (Size S)","39.5 "" (Size S)",Bodycon,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/cinq-a-sept-belita-dress-cocktail-dress-party-dress-ivory-cig21c00w-a11.html,Cinq Ã  Sept,BELITA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£290.00,video overlay,--,--,--,Semi-sheer,"93% polyester, 7% polyurethane","95% polyester, 5% elastane",Dry clean only,Turn-down collar,--,--,Zip,Cache-coeur,Plain,"Bust darts, slip",CIG21C00W-A11,Extra short,"24.0 "" (Size 8)","33.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","13.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/just-cavalli-dress-cocktail-dress-party-dress-black-ju621c0bs-q11.html,Just Cavalli,DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£404.99,black,--,--,Faux leather,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Crew neck,Plain,--,JU621C0BS-Q11,Knee-length,"Sleeveless, long","38.0 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10","12.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-floret-mini-dress-cocktail-dress-party-dress-petal-pink-nt521c0et-j11.html,Needle & Thread,FLORET MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£404.99,video overlay,--,--,Tulle,--,100% polyester,100% polyester,Dry clean only,--,--,--,Zip,Crew neck,Floral,"Bust darts, slip, border, embroidery",NT521C0ET-J11,Short,"26.0 "" (Size 8)","36.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/retrofete-grace-dress-cocktail-dress-party-dress-black-r0w21c00m-q11.html,retrofÃªte,GRACE DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£570.00,video overlay,--,--,Velvet/velour,--,"78% viscose, 14% nylon, 8% silk",100% viscose,Dry clean only,--,--,--,Button,Crew neck,Plain,"Belt included, sequins, slip, cable knit",R0W21C00M-Q11,Extra short,"24.5 "" (Size S)","29.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/retrofete-gabrielle-cocktail-dress-party-dress-pink-ombre-r0w21c00k-t11.html,retrofÃªte,GABRIELLE , Cocktail dress / Party dress,Cocktail Dresses,Â£535.00,pink ombre,--,--,--,--,100% polyester,"95% polyester, 5% elastane","Dry cleaning, Do not wash",--,--,--,--,Cache-coeur,Colour gradient,"Shoulder pads, slip, sequins",R0W21C00K-T11,Short,"23.5 "" (Size S)","33.5 "" (Size S)",Slim Fit,"Our model is 5' 11""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/see-by-chloe-cocktail-dress-party-dress-black-se321c05z-q11.html,See by ChloÃ©,Cocktail dress / Party dress,,Cocktail Dresses,Â£300.00,black,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Button,--,Polka dot,Slip,SE321C05Z-Q11,Knee-length,Elbow length,"37.0 "" (Size 10)",Loose Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/see-by-chloe-cocktail-dress-party-dress-black-se321c05z-q11.html,See by ChloÃ©,Cocktail dress / Party dress,,Cocktail Dresses,Â£300.00,reddish brown,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Button,--,Polka dot,Slip,SE321C05Z-Q11,Knee-length,Elbow length,"37.0 "" (Size 10)",Loose Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jcpajares-coupe-mini-dress-cocktail-dress-party-dress-pink-jc721c000-a11.html,JCPAJARES,COUPE MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£415.00,pink,--,--,--,--,100% silk,100% acetate,Dry clean only,--,--,--,Zip,--,Plain,Bust darts,JC721C000-A11,Extra short,Short,"33.5 "" (Size 8)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/cinq-a-sept-adira-dress-cocktail-dress-party-dress-ivory-cig21c018-a11.html,Cinq Ã  Sept,ADIRA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£350.00,video overlay,--,--,--,--,"93% polyester, 7% polyurethane","95% polyester, 5% elastane",Dry clean only,--,--,--,Hook fasteningÂ ,Backless,Plain,"Zip fastening, bust darts, adjustable straps, slip",CIG21C018-A11,Calf-length,Spaghetti straps,"51.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/david-koma-crystal-chain-detail-double-strap-assym-dress-cocktail-dress-party-dress-blacksilver-d0t21c00n-q11.html,David Koma,CRYSTAL CHAIN DETAIL DOUBLE STRAP ASSYM DRESS , Cocktail dress / Party dress,Cocktail Dresses,"Â£1,210.00",black/silver,--,--,--,--,"52% acetate, 45% viscose, 3% elastane","96% acetate, 4% lyocell",Dry clean only,--,Asymmetrical,--,Zip,--,--,"Bust darts, rhinestones",D0T21C00N-Q11,Extra short,"Strapless, sleeveless","31.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/marc-cain-cocktail-dress-party-dress-black-m4r21c079-q11.html,Marc Cain,Cocktail dress / Party dress,,Cocktail Dresses,Â£254.99,black,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Plain,Inseam pockets,M4R21C079-Q11,Knee-length,Elbow length,"38.0 "" (Size 10)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/victoria-beckham-long-sleeve-dolman-midi-cocktail-dress-party-dress-redblack-v0921c01y-g11.html,Victoria Beckham,LONG SLEEVE DOLMAN MIDI , Cocktail dress / Party dress,Cocktail Dresses,"Â£1,190.00",video overlay,--,--,--,--,100% viscose,--,Dry clean only,--,--,--,Zip,Crew neck,Checked,Zip fastening,V0921C01Y-G11,Calf-length,"24.5 "" (Size 8)","47.0 "" (Size 8)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/alice-olivia-barrett-party-cocktail-dress-party-dress-black-a2n21c00q-q11.html,Alice + Olivia,BARRETT PARTY , Cocktail dress / Party dress,Cocktail Dresses,Â£495.00,video overlay,100% polyester,--,Velvet/velour,--,"97% polyester, 3% elastane","94% polyester, 6% elastane",Dry clean only,Standing collar,--,--,Zip,--,Plain,"Underskirt, border",A2N21C00Q-Q11,Extra short,Sleeveless,"34.5 "" (Size 8)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 8","12.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/diane-von-furstenberg-ganesa-dress-cocktail-dress-party-dress-metamorphosis-black-df221c0cg-q11.html,Diane von Furstenberg,GANESA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£335.00,video overlay,--,--,Tulle,Semi-sheer,100% nylon,100% nylon,Dry clean only,--,--,--,--,Off-the-shoulder,Floral,Slip,DF221C0CG-Q11,Calf-length,"21.5 "" (Size S)","49.5 "" (Size S)",Bodycon,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/materiel-long-sleeve-transformation-dress-cocktail-dress-party-dress-ivory-mdh21c00e-a11.html,Materiel,LONG SLEEVE TRANSFORMATION DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£524.99,video overlay,--,--,--,Semi-sheer,"80% viscose, 13% polyamide, 7% elastane",--,Dry clean only,--,Asymmetrical,--,Zip,Crew neck,Plain,--,MDH21C00E-A11,Calf-length,"23.5 "" (Size S)","49.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/materiel-short-sleeve-transformation-dress-cocktail-dress-party-dress-black-mdh21c00g-q11.html,Materiel,SHORT SLEEVE TRANSFORMATION DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£524.99,video overlay,--,--,--,--,"80% viscose, 13% polyamide, 7% elastane",--,Dry clean only,--,--,--,Zip,Backless,Plain,--,MDH21C00G-Q11,Calf-length,"Sleeveless, short","47.5 "" (Size S)",Slim Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/marchesa-cocktail-dress-party-dress-garden-rose-m7g21c00q-k11.html,Marchesa,Cocktail dress / Party dress,,Cocktail Dresses,"Â£3,030.00",video overlay,--,--,--,--,100% silk,100% nylon,Dry clean only,--,--,--,Zip,Square neck,Floral,"Border, embroidery, wired bustier, slip",M7G21C00Q-K11,Calf-length,Short,"49.0 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10","13.0 "" (Size 10)",--,--,--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/missguided-tie-waist-flare-sleeve-shirt-dress-cocktail-dress-party-dress-sage-m0q21c24w-m11.html,Missguided,TIE WAIST FLARE SLEEVE SHIRT DRESS  , Cocktail dress / Party dress,Cocktail Dresses,Â£43.99,sage,--,--,Satin,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Button,--,Plain,--,M0Q21C24W-M11,Extra short,Long,"34.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-tall-onljulia-life-midi-dress-day-dress-trench-coat-ond21c07j-b11.html,ONLY Tall,ONLJULIA LIFE MIDI DRESS , Day dress,Cocktail Dresses,Â£29.99,trench coat,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Turn-down collar,--,--,Button,--,Animal print,"Belt included, bust darts",OND21C07J-B11,Calf-length,"25.0 "" (Size S)","53.5 "" (Size S)",Regular Fit,Our model is 6'  tall and is wearing size S,"15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-carmakoma-carlux-tunic-dress-day-dress-black-ona21c0h9-q12.html,ONLY Carmakoma,CARLUX TUNIC DRESS , Day dress,Cocktail Dresses,Â£21.99,black,--,--,--,Semi-sheer,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",--,--,--,Zip,Crew neck,Floral,Bust darts,ONA21C0H9-Q12,Knee-length,Short,"35.5 "" (Size 16)",Loose Fit,--,"17.0 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-carmakoma-carlux-tunic-dress-day-dress-black-ona21c0h9-q12.html,ONLY Carmakoma,CARLUX TUNIC DRESS , Day dress,Cocktail Dresses,Â£21.99,black,--,--,--,Semi-sheer,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",--,--,--,Zip,Crew neck,Floral,Bust darts,ONA21C0H9-Q12,Knee-length,Short,"35.5 "" (Size 16)",Loose Fit,--,"17.0 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/na-kd-cowl-neck-mini-dress-day-dress-white-naa21c0ly-a11.html,NA-KD,COWL NECK MINI DRESS , Day dress,Cocktail Dresses,Â£39.99,white,--,--,--,--,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Square neck,Plain,"Adjustable straps, slip",NAA21C0LY-A11,Short,"Spaghetti straps, elbow length","33.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
