,Unnamed: 0,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,cv_predicted
3079,4017,Hollister Co.,BARE CUTOUT DRESS ,28.99,1,red,,100% viscose,100% polyester,Machine wash at 30Â°C,,,,,Spaghetti straps,Floral,Slip,Short,Spaghetti straps,Spaghetti straps,"34.5 "" (Size SxR)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size SxR",,No,No,No,No,Yes,girly
3080,4018,Esprit,Day dress,29.99,1,off-white,,"93% cotton, 5% viscose, 2% polyester",,Do not tumble dry,,,,,Spaghetti straps,Striped,,Calf length,Spaghetti straps,Spaghetti straps,,Loose Fit,Loose fit,,,No,No,No,No,No,unknown
3081,4019,Cinq Ã  Sept,RIKA DRESS ,255.0,5,blue,,"55% viscose, 45% polyester",100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Zip,,,Checked,"Slip, border",Short,"25.0 "" (Size 8)",Long,"34.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,edgy
3082,4020,MAMALICIOUS,MLGARBO MARY DRESS  ,59.99,2,navy,Chiffon,100% polyester,"95% viscose, 5% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",,,,,V-neck,Plain,Bow,Knee length,Sleeveless,Sleeveless,,Slim Fit,Slim fit,,,No,No,No,No,No,classic
3083,4021,IN THE STYLE,JOSSA V FRONT SMOCK DRESS ,46.99,2,black,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",,,,,Low v-neck,Animal Prints in general,Bust darts,Short,"27.5 "" (Size 8)",Long,"33.0 "" (Size 8)",,,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,girly
3084,4022,Soaked in Luxury,CHARLOTTA DRESS ,89.99,3,navy,,"43% polyester, 32% polyamide, 24% viscose, 1% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Plain,Slip,Knee length,Elbow length,Elbow length,"37.5 "" (Size M)",Loose Fit,Loose fit,,,No,No,No,No,No,edgy
3085,4023,Fabienne Chapot,JOSIE MAXI DRESS ,239.99,5,yellow,,100% cotton,"55% viscose, 45% cotton",Hand wash only,Volant/frill collar,,Zip,Accentuating the waist,,Plain,"Belt included, bust darts, slip, embroidery",Maxi/long,"26.0 "" (Size 8)",Long,"54.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,girly
3086,4024,Polo Ralph Lauren,PLAID COTTON BELTED SHIRTDRESS ,264.99,5,blue,,100% cotton,,"Machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Checked,Belt included,Maxi/long,"15.0 "" (Size 10)",Elbow length,"51.5 "" (Size 10)",Regular Fit,Regular fit,,"18.5 "" (Size 10)",No,No,No,No,No,edgy
3087,4025,CMEO COLLECTIVE,NEW DIRECTION DRESS ,184.99,4,white multi-coloured,,"55% linen, 45% viscose",100% cotton,,,,Zip,Wrap dresses,Low v-neck,Floral,Lined fastener,Short,Elbow length,Elbow length,"26.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No,casual chic
3088,4026,Closet,LONDON CUT OUT WAIST DRESS ,94.99,3,off-white,Satin,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Round neckline,Plain,,Calf length,"21.5 "" (Size 10)",Long,"49.0 "" (Size 10)",Regular Fit,Regular fit,,"14.5 "" (Size 10)",No,No,No,No,No,trendy
3089,4027,Tommy Hilfiger,LOGO REPEAT HOODIE DRESS ,79.99,2,black,Sweat,"65% cotton, 35% polyester",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Prints in general,Elasticated waist,Knee length,"26.0 "" (Size 20)",Long,"34.5 "" (Size 20)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 20",,No,Yes,No,No,No,sporty
3090,4028,MOSCHINO,Day dress,465.0,5,electric blue,Sweat,100% cotton,,Hand wash only,Hood,,,Hooded dresses,,Prints in general,"Elasticated waist, embroidery",Extra short,"25.0 "" (Size 8)",Long,"34.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8",,No,No,No,No,No,trendy
3091,4029,Guess,Day dress,89.99,3,black multi-coloured,,"80% cotton, 20% polyester",100% polyester,,,,,Wrap dresses,Low v-neck,Animal Prints in general,Slip,Short,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No,edgy
3092,4030,Pieces,PCCHILLI DRESS ,25.99,1,black,Sweat,"60% cotton, 40% polyester",,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,,Short,"22.5 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,,,No,No,No,No,No,sporty
3093,4031,ANDIATA,JULITTA DRESS ,304.99,5,sand,,"61% cotton, 36% polyamide, 3% elastane",,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Plain,,Calf length,Short,Short,"45.0 "" (Size 10)",Regular Fit,Regular fit,,"14.0 "" (Size 10)",No,No,No,No,No,girly
3094,4032,Pinko,RICCIONE ,249.99,5,white,,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Button,,,Plain,"Elasticated waist, slip",Short,Extra short,Short,"35.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","10.0 "" (Size 8)",Yes,No,No,No,No,girly
3095,4033,b.young,BXJOLNY DRESS ,59.99,2,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Floral,Slip,Knee length,"24.5 "" (Size 10)",Long,"38.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","16.5 "" (Size 10)",No,No,No,No,No,edgy
3096,4034,Tiger of Sweden,CATTUS ,234.99,5,white,Satin,"75% acetate, 22% polyamide, 3% elastane","96% polyester, 4% elastane",Dry clean only,,,Zip,Bodycon dresses,strapless,Plain,Slip,Short,One shoulder,One shoulder,"39.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,trendy
3097,4035,Vero Moda,VMJANNE SHORT DRESS ,25.99,1,black,Lace,"90% polyamide, 10% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Plain,Bust darts,Short,Sleeveless,Sleeveless,"35.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,classic
3098,4036,Vila,VILOVIE WRAP MIDI DRESS ,34.99,1,pastel purple,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,,Calf length,Short,Short,"43.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,girly
3099,4037,By Malina,IRO DRESS ,259.99,5,white,,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Zip,,,Polka dot,"Button row, bust darts, slip, Crochet Detailing, embroidery",Short,Short,Short,"34.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","13.5 "" (Size 8)",Yes,No,No,No,No,girly
3100,4038,Hugo Boss,DONNARA ,349.0,5,burgundy,,"96% cotton, 4% elastane",,"Clean with leather care products, do not tumble dry, Machine wash on gentle cycle",,,Belt,,Low v-neck,Plain,,Knee length,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No,unknown
3101,4039,Madewell,SMOCKED WAIST MIDI ,104.99,3,burnt orange,,"55% linen, 45% viscose",,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,,Low v-neck,Floral,Inseam pockets,Calf length,Short,Short,"43.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",No,yes,No,No,No,alternative
3102,4040,Sister Jane,ZODIAC MINI DRESS ,84.99,3,black,Velvet/velour,"95% polyester, 5% elastane","97% polyester, 3% elastane","Do not tumble dry, Do not wash",Peter pan collar,,Zip,,,Prints in general,"Slip, rhinestones",Extra short,Short,Short,"33.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,yes,No,No,casual chic
3103,4041,Vila,VISOFIE DRESS ,34.99,1,bright multi-coloured,Satin,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,V-neck,Prints in general,Elasticated waist,Short,"24.5 "" (Size 8)",Long,"36.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,trendy
3104,4042,Saint Tropez,LILJASZ DRESS ,64.99,2,navy,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Volant/frill collar,,Button,Accentuating the waist,,Floral,"Belt included, slip",Calf length,Short,Short,"45.0 "" (Size S)",Loose Fit,Loose fit,,"15.5 "" (Size S)",Yes,No,No,No,No,alternative
3105,4043,MUNTHE,CORRECT ,324.99,5,white multi-coloured,,"70% cotton, 30% silk",100% cotton,,Standing collar,,Zip,,,Floral,Slip,Short,"26.5 "" (Size 8)",Long,"34.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,alternative
3106,4044,Missguided,RUCHED MINI DRESS ,27.99,1,burgundy,Mesh,"96% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Square neckline,Plain,,Short,"25.0 "" (Size 8)",Long,"29.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 8",,Yes,No,No,No,No,trendy
3107,4045,TOM TAILOR,DRESS PRINTED ,69.99,2,black,Mesh,"90% polyester, 10% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Polka dot,Slip,Calf length,"24.5 "" (Size 10)",Long,"47.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,No,classic
3108,4046,TOM TAILOR,BABYDOLL DRESS ,59.99,2,army green,Chiffon,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Floral,Slip,Knee length,"23.5 "" (Size S)",Long,"36.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No,edgy
3109,4047,Vero Moda,VMATHENA WRAP DRESS ,29.74,1,green,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,Wrap dresses,Low v-neck,Floral,"Elasticated waist, bust darts",Calf length,"23.5 "" (Size 16)",Long,"50.0 "" (Size 16)",Regular Fit,Regular fit,,"14.0 "" (Size 16)",No,No,No,No,No,trendy
3110,4048,Mykke Hofmann,KUNA ,169.99,4,white,,100% cotton,,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Square neckline,Floral,Bust darts,Calf length,"22.5 "" (Size S)",Long,"41.5 "" (Size S)",Regular Fit,Regular fit,,"14.0 "" (Size S)",Yes,No,No,No,No,girly
3111,4049,LIU JO,ABITO LUNGO ,209.99,5,denim,Denim,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",,,Button,Wrap dresses,Low v-neck,,"Belt included, bust darts",Calf length,Elbow length,Elbow length,"48.5 "" (Size 10)",Regular Fit,Regular fit,,"14.5 "" (Size 10)",No,No,No,No,No,unknown
3112,4050,Vila,VIKANAYE HALTERNECK ANKLE DRESS ,64.99,2,white multi-coloured,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Floral,Slip,Maxi/long,Sleeveless,Sleeveless,"57.0 "" (Size 8)",Regular Fit,Regular fit,,"12.5 "" (Size 8)",No,No,No,No,No,trendy
3113,4051,Vila,VIETNA DRESS ,29.74,1,blue,,100% polyester,100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,,Low v-neck,Striped,Slip,Knee length,"21.0 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,girly
3114,4053,Never Fully Dressed,MIX TIERED DRESS ,119.99,3,bright multi-coloured,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,,Low v-neck,Floral,"Border, bust darts",Calf length,"23.5 "" (Size 8)",Long,"47.0 "" (Size 8)",Loose Fit,Loose fit,,"14.0 "" (Size 8)",No,No,No,No,No,trendy
3115,4054,Vila,VIFOIL MODESTY MIDI DRESS ,54.99,2,dusty pink,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,Button,Accentuating the waist,Round neckline,Polka dot,"Belt included, slip",Calf length,"25.0 "" (Size 8)",Long,"42.0 "" (Size 8)",Regular Fit,Regular fit,,"15.0 "" (Size 8)",No,No,No,No,No,girly
3116,4055,DEPECHE,DRESS ,284.74,5,black,,100% leather,,Clean with leather care products,Turn-down collar,,Button,Button down dresses,,Plain,"Belt included, inseam pockets",Knee length,Elbow length,Elbow length,"42.0 "" (Size 10)",Regular Fit,Regular fit,,"15.0 "" (Size 10)",No,yes,No,No,No,edgy
3117,4056,Ioana Ciolacu,COURTNEY DRESS ,145.0,4,black,Sweat,"65% cotton, 35% polyester",,Hand wash only,,,,,Round neckline,,Embroidery,Short,Short,Short,"32.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,alternative
3118,4057,Faithfull the brand,RONAN MIDI DRESS ,210.0,5,off-white,,100% cotton,,Hand wash only,,,,,Square neckline,Plain,,Calf length,Elbow length,Elbow length,"50.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",,yes,No,No,No,Yes,trendy
3119,4058,Gina Tricot,FIONA DRESS ,47.99,2,silver,Satin,"97% polyester, 3% elastane",,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Plain,Shoulder pads,Calf length,"25.5 "" (Size 8)",Long,"50.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","17.5 "" (Size 8)",No,No,No,yes,No,unknown
3120,4059,Versace Jeans Couture,PRINT GARLAND ,259.99,5,black/gold,PiquÃ©,"48% polyester, 48% cotton, 4% elastane",,Hand wash only,Polo shirt,,,Polo dresses,,Prints in general,Bust darts,Extra short,Short,Short,"32.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,No,alternative
3121,4060,Proenza Schouler White Label,ANIMAL JACQUARD LAYERED MINI DRESS ,340.0,5,black,,100% viscose,,Dry clean only,,,Zip,,Round neckline,Animal Prints in general,"Bust darts, decorative buttons",Calf length,Extra short,Short,"47.5 "" (Size 10)",Regular Fit,Regular fit,,"11.5 "" (Size 10)",No,No,No,No,No,unknown
3122,4061,Colourful Rebel,JOLLY WILD FLOWER BOMBER MINI DRESS ,54.99,2,black multi-coloured,,100% viscose,,,,,Button,,V-neck,Floral,,Short,"26.0 "" (Size S)",Long,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,casual chic
3123,4062,Part Two,NIDIAPW ,139.99,4,green,,"50% polyester, 50% viscose",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,V-neck,Checked,Bust darts,Knee length,Elbow length,Elbow length,"41.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",Yes,No,No,No,No,edgy
3124,4063,ICHI,IHVERA ,39.99,1,black,,100% viscose,,"Machine wash at 40Â°C, do not tumble dry",Turn-down collar,,Button,Button down dresses,,Prints in general,Belt included,Short,"23.0 "" (Size 8)",Long,"35.0 "" (Size 8)",Regular Fit,Regular fit,,"15.5 "" (Size 8)",No,No,No,No,No,casual chic
3125,4064,Molly Bracken,LADIES DRESS ,64.99,2,blue,,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",Bow/shawl collar,,,,,Striped,Slip,Short,Sleeveless,Sleeveless,,Regular Fit,Regular fit,,,No,No,No,No,No,classic
3126,4065,Needle & Thread,ROCOCO BODIE MIDI DRESS ,219.99,5,pastel pink,Tulle,100% polyester,100% polyester,Dry clean only,,,Zip,,Round neckline,Floral,"Slip, sequins, border, embroidery",Knee length,Short,Short,"39.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,yes,No,No,girly
3127,4066,Moss Copenhagen,JASIA RIKKELIE DRESS  ,89.99,3,pastel green,,100% polyester,,,,,Button,Accentuating the waist,V-neck,Floral,"Belt included, slip",Calf length,"25.0 "" (Size S)",Long,"47.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No,girly
3128,4067,Roxy,SUMMERTRANSPARE ,59.99,2,blue,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Accentuating the waist,Spaghetti straps,Striped,"Inseam pockets, elasticated waist",Calf length,Spaghetti straps,Spaghetti straps,"48.5 "" (Size S)",Fitted waist,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,yes,No,No,Yes,girly
3129,4068,Derhy,ALBERTINE ROBE ,94.99,3,bright multi-coloured,,100% cotton,100% cotton,"Do not tumble dry, Hand wash only",,,,,Low v-neck,Prints in general,"Slip, rhinestones",Short,"25.0 "" (Size S)",Long,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",No,No,yes,No,No,casual chic
3130,4069,Missguided,FLORAL SKATER MILKMAID DRESS ,30.99,1,pastel pink,Jersey,"95% viscose, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,,Square neckline,Floral,,Short,"21.5 "" (Size 16)",Long,"32.5 "" (Size 16)",Regular Fit,Regular fit,,,No,No,No,No,No,alternative
3131,4070,AllSaints,TIA DRESS ,99.99,3,black,Tulle,"89% polyamide, 11% metal","37% cotton, 36% modal, 27% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Zip,Bodycon dresses,,Plain,Slip,Extra short,Sleeveless,Sleeveless,"32.5 "" (Size 8)",Bodycon,Slim fit,,,No,No,No,No,No,edgy
3132,4071,Selected Femme,SLFNALLIE SHORT SHIRT DRESS ,79.99,2,army green,,"54% viscose, 33% polyester, 13% nylon",,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,,Button,Button down dresses,,Plain,Belt included,Knee length,"21.0 "" (Size 18)",Long,"40.0 "" (Size 18)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size 18","15.0 "" (Size 18)",No,No,No,No,No,edgy
3133,4072,Missguided,SLINKY CUT OUT DETAIL MINI DRESS ,27.99,1,electric blue,Jersey,"96% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Round neckline,Plain,,Extra short,"21.5 "" (Size 8)",Long,"31.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 8",,No,No,No,No,No,trendy
3134,4073,Esqualo,DRESS PUFF SLEEVES PAISLEY PRINT ,84.99,3,multi-coloured,Chiffon,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Paisley,Slip,Calf length,"23.5 "" (Size 8)",Long,"46.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,alternative
3135,4074,The Ragged Priest,BAND DRESS ,49.99,2,black,Rib,"97% cotton, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Round neckline,Plain,Zip fastening,Calf length,Short,Short,"47.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No,unknown
3136,4075,Seidensticker,MIDI ,93.49,3,pink,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,Accentuating the waist,V-neck,Polka dot,"Belt included, inseam pockets",Knee length,"18.5 "" (Size 10)",Elbow length,"41.5 "" (Size 10)",Regular Fit,Regular fit,,"15.0 "" (Size 10)",No,yes,No,No,No,casual chic
3137,4076,WAL G.,BRIEGE SKATER DRESS ,42.99,2,black,,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",,,Zip,,Round neckline,Plain,"Slip, bow",Short,Short,Short,"38.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10","14.5 "" (Size 10)",No,No,No,No,No,classic
3138,4077,WAL G.,JESSY PERFORATED MIDI DRESS ,45.99,2,dark green,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Low v-neck,Plain,"Slip, wired bustier",Knee length,Short,Short,"43.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No,alternative
3139,4078,Seidensticker,MIDI ,139.99,4,bright multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,V-neck,Floral,,Knee length,Long,Long,"41.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","14.5 "" (Size 10)",No,No,No,No,No,trendy
3140,4079,WEEKEND MaxMara,MARTINA ,204.99,5,white,Jersey,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Low v-neck,Plain,Inseam pockets,Maxi/long,Short,Short,"51.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",,Yes,yes,No,No,No,girly
3141,4080,TOM TAILOR,DRESS ,54.99,2,navy,Jersey,"92% cotton, 8% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Boat neckline (wide),Striped,,Knee length,Elbow length,Elbow length,"37.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,No,classic
3142,4081,JDY,JDYIVY LIFE DRESS ,14.99,1,army green,Sweat,"62% cotton, 38% polyester",,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur",,,,,Round neckline,Plain,,Knee length,Short,Short,"38.0 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,No,sporty
3143,4082,Samsoe Samsoe,MARGOT DRESS ,129.99,4,black,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,,Zip,,Low v-neck,Plain,,Short,"25.5 "" (Size S)",Long,"34.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,sporty
3144,4083,Pepe Jeans,MILA ,69.99,2,red,,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Low v-neck,Floral,,Short,Short,Short,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","13.5 "" (Size S)",No,No,No,No,No,casual chic
3145,4084,Maya Deluxe,STRIPE EMBELLISHED DRESS  ,134.99,4,pastel pink,Tulle,100% polyester,100% polyester,"Do not tumble dry, Do not wash",,,Zip,,Low v-neck,Plain,"Sequins, slip",Maxi/long,Sleeveless,Sleeveless,"59.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,yes,No,No,girly
3146,4085,Only,ONLALMA LIFE POLY  ,29.74,1,black multi-coloured,,100% polyester,100% polyester,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",,,,Accentuating the waist,Henley neckline,Floral,Belt included,Short,"21.5 "" (Size S)",Long,"31.5 "" (Size S)",Regular Fit,Regular fit,,"14.5 "" (Size S)",No,No,No,No,No,alternative
3147,4086,Closet,CLOSET LONDON MINI PLEATED ,94.99,3,pastel purple,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",,,Zip,Pleated dresses,Low v-neck,Plain,,Short,Short,Short,"34.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","13.0 "" (Size 10)",No,No,No,No,No,girly
3148,4087,Noisy May,NMFIONA WRAP DRESS ,39.99,1,black,,100% viscose,,Machine wash at 30Â°C,,,Belt,Wrap dresses,Low v-neck,Prints in general,,Short,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,casual chic
3149,4088,Hugo Boss,Hugo Boss x Russell Athletic EYONA ,219.99,5,white,Sweat,"83% cotton, 17% polyester",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,,"Inseam pockets, button row",Short,"22.5 "" (Size S)",Long,"39.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,yes,No,No,No,unknown
3150,4089,Monki,Day dress,26.0,1,pastel green,,100% cotton,,Machine wash at 40Â°C,,,,,Square neckline,Floral,,Knee length,Short,Short,"36.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,girly
3151,4090,Another-Label,FJORDER DRESS ,99.99,3,brown,Sweat,"70% cotton, 30% polyester",,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,,Accentuating the waist,,Plain,Belt included,Calf length,"22.5 "" (Size S)",Long,"52.0 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,No,unknown
3152,4091,PS Paul Smith,DRESS ,279.99,5,multi-coloured,Tulle,"93% polyamide, 7% elastane",,Hand wash only,,,,,Round neckline,Floral,Slip,Calf length,"25.0 "" (Size S)",Long,"47.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,edgy
3153,4092,Pieces,KAPUZEN ,25.99,1,grey,Sweat,"60% cotton, 40% polyester",,"Do not tumble dry, machine wash at 30Â°C",Hood,,,Hooded dresses,Round neckline,Plain,,Knee length,Long,Long,,Loose Fit,Loose fit,,,No,No,No,No,No,sporty
