IndexID,Unnamed: 0,Style,Link,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,cv_predicted
2605,3492,,https://www.zalando.co.uk/only-onldiaz-dress-day-dress-poppy-red-joy-floral-on321c2pk-g11.html,Only,"ONLDIAZ DRESS  ",34.99,1,black/red,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,,,Square neckline,Floral,Slip,Short,Long,Long,,Slim Fit,Slim fit,,,Yes,No,No,No,No,edgy
2606,3494,,https://www.zalando.co.uk/athleta-balance-dress-day-dress-black-ati41g00p-q11.html,Athleta,"BALANCE DRESS ",59.49,2,black,Sweat,"69% lyocell, 15% cotton, 10% modal, 6% elastane",,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,Inseam pockets,Short,"25.0 "" (Size 8/10)",Long,"34.5 "" (Size 8/10)",Regular Fit,Regular fit,,,No,yes,No,No,No,trendy
2607,3495,,https://www.zalando.co.uk/guess-zama-dress-day-dress-black-white-vichy-gu121c12r-q11.html,Guess,"ZAMA DRESS ",114.99,3,black,,"52% cotton, 48% polyester","92% polyester, 8% elastane","Do not tumble dry, Hand wash only",,,Laces,Wrap dresses,Low v-neck,Polka dot,Slip,Short,"13.5 "" (Size S)",Elbow length,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,girly
2608,3497,,https://www.zalando.co.uk/only-tall-onlpema-karmen-life-day-dress-medium-blue-denim-ond21c079-k11.html,Only,"ONLPEMA KARMEN LIFE ",25.99,1,denim,Denim,100% lyocell,,"Do not tumble dry, machine wash at 30Â°C",,,,,Low v-neck,,Bust darts,Knee length,Sleeveless,Sleeveless,"39.0 "" (Size S)",Regular Fit,Regular fit,,"14.0 "" (Size S)",No,No,No,No,No,girly
2609,3498,,https://www.zalando.co.uk/vila-vifalias-wrap-dress-day-dress-navy-v1021c2y4-k11.html,Vila,"VIFALIAS  WRAP DRESS ",39.99,1,navy,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Wrap dresses,Low v-neck,Paisley,,Calf length,"25.0 "" (Size 8)",Long,"50.5 "" (Size 8)",Regular Fit,Regular fit,,"16.0 "" (Size 8)",No,No,No,No,No,classic
2610,3499,,https://www.zalando.co.uk/anna-field-tall-day-dress-dark-greenblack-anh21c00n-m11.html,Anna Field,Day dress,34.99,1,dark green,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Wrap dresses,Low v-neck,Floral,,Calf length,Short,Short,"51.0 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,No,trendy
2611,3500,,https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-blackgreywhite-an621c1l6-q12.html,Anna Field,Cocktail dress / Party dress,29.74,1,black,,"68% viscose, 28% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,,Bust darts,Knee length,"20.5 "" (Size 8)",Long,"37.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No,casual chic
2612,3501,,https://www.zalando.co.uk/hollister-co-twist-short-dress-day-dress-blue-floral-h0421c04x-k11.html,Hollister Co.,"TWIST SHORT DRESS ",34.99,1,pastel blue,,100% viscose,100% polyester,Machine wash at 30Â°C,,,,,Square neckline,Floral,,Short,Short,Short,"33.0 "" (Size SxL)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size SxL",,No,No,No,No,Yes,girly
2613,3502,,https://www.zalando.co.uk/tommy-hilfiger-short-dress-day-dress-feather-red-white-black-to121c0k3-g11.html,Tommy Hilfiger,"F&F SHORT LS ",118.99,3,black,,100% viscose,,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Prints in general,,Short,"25.0 "" (Size 8)",Long,"37.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8",,No,No,No,No,No,classic
2614,3503,,https://www.zalando.co.uk/victoria-beckham-mini-dress-cocktail-dress-party-dress-navy-v0921c028-k11.html,Victoria Beckham,"MINI DRESS ",345.0,5,navy,Knit,"81% viscose, 12% polyester, 7% metal",,Dry clean only,Polo shirt,,,Polo dresses,,Plain,,Short,"27.5 "" (Size S)",Long,"34.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,trendy
2615,3504,,https://www.zalando.co.uk/nly-by-nelly-open-back-sequin-dress-cocktail-dress-party-dress-red-neg21c0hq-g11.html,Nly by Nelly,"OPEN BACK DRESS ",54.99,2,red,,"92% polyester, 4% metal, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,Button,Bodycon dresses,Round neckline,Plain,Sequins,Calf length,"27.5 "" (Size S)",Long,"49.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,yes,No,Yes,classic
2616,3505,,https://www.zalando.co.uk/esprit-collection-embroid-cocktail-dress-party-dress-grey-blue-es421c1jb-k11.html,Esprit,"EMBROID ",75.0,2,blue,Mesh,100% polyamide,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Accentuating the waist,Round neckline,Floral,Belt included,,"23.0 "" (Size S)",Long,"38.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",Yes,No,No,No,No,girly
2617,3506,,https://www.zalando.co.uk/only-onllivia-dress-day-dress-medium-blue-denim-on321c2pl-k11.html,Only,"ONLLIVIA DRESS ",34.99,1,denim,Denim,"72% cotton, 23% polyester, 3% viscose, 2% elastane",,Machine wash at 30Â°C,Turn-down collar,,Button,Button down dresses,,,,Knee length,Sleeveless,Sleeveless,"40.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",No,Yes,No,No,No,edgy
2618,3507,,https://www.zalando.co.uk/morgan-rdot-day-dress-noir-m5921c0zo-q11.html,Morgan,"RDOT ",54.99,2,black/white,Jersey,"93% polyester, 7% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Wrap dresses,Low v-neck,,,Short,Elbow length,Elbow length,"35.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No,unknown
2619,3508,,https://www.zalando.co.uk/vila-curve-viadeline-dress-day-dress-blackcement-v0h21c00m-q11.html,Vila,"VIADELINE DRESS ",29.74,1,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Accentuating the waist,Low v-neck,Animal Prints in general,"Belt included, bust darts, slip",Knee length,"24.0 "" (Size 26)",Long,"41.5 "" (Size 26)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 26","17.5 "" (Size 26)",No,No,No,No,No,edgy
2620,3509,,https://www.zalando.co.uk/wal-g-zalora-one-sleeve-skater-dress-cocktail-dress-party-dress-red-wg021c0rf-g11.html,WAL G.,"ZALORA ONE SLEEVE SKATER DRESS ",37.99,1,red,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Strapless,Plain,Padded bust,Short,One shoulder,One shoulder,"34.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,No,trendy
2621,3510,,https://www.zalando.co.uk/only-carmakoma-cardidde-puff-knee-dress-jersey-dress-black-ona21c0cu-q11.html,Only,"CARDIDDE PUFF KNEE DRESS ",28.99,1,black,Jersey,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",,,,,Round neckline,Plain,,Knee length,Short,Short,"39.0 "" (Size S-14/16)",Loose Fit,Loose fit,"Our model is 5' 8""  tall and is wearing size S-14/16",,Yes,No,No,No,No,girly
2622,3511,,https://www.zalando.co.uk/2nd-day-loretta-day-dress-white-s3821c061-a11.html,2nd Day,"LORETTA ",94.99,3,white,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",,,Button,,Round neckline,Plain,,Short,Short,Short,"35.0 "" (Size 8)",Loose Fit,Loose fit,,"13.0 "" (Size 8)",Yes,No,No,No,No,girly
2623,3512,,https://www.zalando.co.uk/vila-curve-vipalla-v-neck-day-dress-black-v0h21c00y-q11.html,Vila,VIPALLA V,34.99,1,black,,"95% polyester, 5% elastane",,Machine wash at 30Â°C,,,Laces,,Low v-neck,Plain,,Short,"26.0 "" (Size 18)",Long,"37.0 "" (Size 18)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 18","17.5 "" (Size 18)",No,No,No,No,No,edgy
2624,3513,,https://www.zalando.co.uk/expresso-day-dress-ruby-red-ex121c0av-g11.html,Expresso,Day dress,124.99,4,red,,100% polyester,"95% viscose, 5% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Checked,"Belt included, bust darts, slip",Calf length,Long,Long,"47.0 "" (Size 8)",Regular Fit,Regular fit,,"15.0 "" (Size 8)",No,No,No,No,No,edgy
2625,3514,,https://www.zalando.co.uk/g-star-millery-v-neck-dress-day-dress-black-gs121c0d7-q11.html,G-Star,"MILLERY V NECK DRESS ",114.99,3,black,,100% cotton,,Machine wash at 30Â°C,Standing collar,,,,V-neck,Checked,Inseam pockets,Knee length,"25.0 "" (Size S)",Long,"36.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,yes,No,No,No,edgy
2626,3515,,https://www.zalando.co.uk/closet-closet-london-full-skirt-dress-cocktail-dress-party-dress-lime-cl921c0tv-m11.html,Closet,"CLOSET LONDON FULL SKIRT DRESS ",89.99,3,green,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",Volant/frill collar,,Zip,,,Plain,Bow,Calf length,Extra short,Short,"49.0 "" (Size 10)",Regular Fit,Regular fit,,"13.0 "" (Size 10)",No,No,No,No,No,trendy
2627,3516,,https://www.zalando.co.uk/vero-moda-vmhenna-wrap-frill-dress-day-dress-black-ve121c2ra-q11.html,Vero Moda,"VMHENNA WRAP FRILL DRESS ",30.99,1,black,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",,,Laces,Wrap dresses,Low v-neck,Polka dot,Bust darts,Short,Short,Short,,Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,casual chic
2628,3517,,https://www.zalando.co.uk/calvin-klein-jeans-logo-all-over-print-hoodie-dress-day-dress-black-c1821c09v-q11.html,Calvin Klein,"LOGO ALL OVER PRINT HOODIE DRESS ",109.99,3,black,Sweat,"73% aramid, 27% polyester",,"Do not tumble dry, machine wash at 30Â°C",Hood,,,Hooded dresses,,Prints in general,"Inseam pockets, elasticated waist",Short,"22.0 "" (Size S)",Long,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,yes,No,No,No,sporty
2629,3518,,https://www.zalando.co.uk/summery-copenhagen-short-sleeve-dress-day-dress-shell-pink-cec21c046-h11.html,SUMMERY Copenhagen,"SHORT SLEEVE DRESS ",159.99,4,pink,,100% cotton,,"Do not tumble dry, Hand wash only",,,Zip,,Round neckline,,,Short,Short,Short,"34.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 11""  tall and is wearing size S",,No,No,No,No,No,girly
2630,3519,,https://www.zalando.co.uk/kaffe-vienne-dress-day-dress-orchid-bloom-ka321c0rh-i11.html,Kaffe,"KAVIENNE DRESS ",49.99,2,pastel purple,,100% viscose,,,,,,,Henley neckline,Plain,,Knee length,"21.5 "" (Size 8)",Long,"40.0 "" (Size 8)",Oversized,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)",Yes,No,No,No,No,girly
2631,3520,,https://www.zalando.co.uk/vero-moda-curve-vmea-short-dress-day-dress-black-vee21c0bu-q11.html,Vero Moda,"VMEA SHORT DRESS ",34.99,1,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,,Wrap dresses,Low v-neck,Plain,Slip,Short,"24.0 "" (Size 16)",Long,"36.5 "" (Size 16)",Regular Fit,Regular fit,,"16.0 "" (Size 16)",No,No,No,No,No,edgy
2632,3521,,https://www.zalando.co.uk/massimo-dutti-day-dress-beige-m3i21c0jh-b11.html,Massimo Dutti,"MIT HEMDKRAGEN  ",119.0,3,white,,"95% viscose, 5% elastane","95% viscose, 5% elastane",,Turn-down collar,,,Button down dresses,,Plain,Slip,Calf length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,classic
2633,3522,,https://www.zalando.co.uk/thought-barns-shift-dress-day-dress-navy-t0z21c01i-k11.html,Thought,"BARNS SHIFT DRESS ",69.99,2,black multi-coloured,,"64% modal, 36% viscose",,Machine wash at 30Â°C,,,,,V-neck,Prints in general,Inseam pockets,Knee length,3/4 length,Elbow length,,Loose Fit,Loose fit,,,No,yes,No,No,No,casual chic
2634,3523,,https://www.zalando.co.uk/vero-moda-vmolga-dress-day-dress-dark-blue-ve121c38o-k11.html,Vero Moda,"VMOLGA DRESS  ",30.99,1,black multi-coloured,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Wrap dresses,Low v-neck,Floral,Bust darts,Short,"19.0 "" (Size S)",Elbow length,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No,casual chic
2635,3524,,https://www.zalando.co.uk/pinko-avezzano-dress-cocktail-dress-party-dress-bluebright-blue-p6921c0bf-k11.html,Pinko,"AVEZZANO DRESS ",429.99,5,purple,,100% polyester,100% polyester,Hand wash only,,,,,Spaghetti straps,,"Adjustable straps, slip, fringing, sequins",Extra short,Spaghetti straps,Spaghetti straps,"33.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",,No,No,yes,No,Yes,alternative
2636,3525,,https://www.zalando.co.uk/fila-zusam-dress-day-dress-medieval-blue-1fi21c01f-k11.html,Fila,"ZUSAM DRESS ",43.99,2,navy,Jersey,"93% cotton, 7% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Spaghetti straps,,,Short,Spaghetti straps,Spaghetti straps,"27.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,Yes,alternative
2637,3526,,https://www.zalando.co.uk/trendyol-ta-day-dress-stone-tru21c08i-o11.html,Trendyol,"TAÅž ",34.99,1,sand,,"65% viscose, 34% polyester, 1% metal",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Drawstring fastening,Accentuating the waist,Low v-neck,Striped,"Belt included, underskirt",Short,Short,Short,"33.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,alternative
2638,3527,,https://www.zalando.co.uk/tom-tailor-denim-hooded-dress-day-dress-light-cashew-beige-to721c0es-a11.html,TOM TAILOR,Day dress,48.99,2,off-white,Sweat,"60% cotton, 40% polyester",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,Elasticated waist,Knee length,"19.5 "" (Size S)",Long,"37.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",,No,Yes,No,No,No,sporty
2639,3528,,https://www.zalando.co.uk/mango-day-dress-groen-m9121c5ig-m11.html,Mango,"GINA ",49.99,2,green,,"75% polyester, 25% cotton",,,,,,,Low round neckline,Checked,,Calf length,Spaghetti straps,Spaghetti straps,,Loose Fit,Loose fit,,,No,No,No,No,No,girly
2640,3529,,https://www.zalando.co.uk/jdy-jdyfifi-short-dress-shift-dress-scarab-jy121c0mw-m11.html,JDY,"JDYFIFI SHORT DRESS ",23.99,1,dark green,Satin,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Accentuating the waist,Low v-neck,Plain,Belt included,Short,"21.0 "" (Size 8)",Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,,"13.5 "" (Size 8)",No,No,No,No,No,trendy
2641,3530,,https://www.zalando.co.uk/iblues-emanuel-day-dress-rosso-ib021c038-g11.html,iBlues,"EMANUEL ",179.99,4,red,,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Accentuating the waist,Round neckline,Prints in general,"Belt included, slip",,Short,Short,"34.5 "" (Size 8)",Regular Fit,Regular fit,,"14.0 "" (Size 8)",No,No,No,No,No,girly
2642,3531,,https://www.zalando.co.uk/object-tall-objanneline-wrap-dress-day-dress-black-ob721c02b-q11.html,Object,"OBJANNELINE WRAP DRESS ",43.99,2,black/white,,"86% viscose, 14% polyamide",,,,,,Wrap dresses,Low v-neck,Animal Prints in general,"Belt included, bust darts",Calf length,"25.5 "" (Size 8)",Long,"47.5 "" (Size 8)",Regular Fit,Regular fit,,"14.0 "" (Size 8)",Yes,No,No,No,No,trendy
2643,3532,,https://www.zalando.co.uk/calvin-klein-jeans-contrast-tape-elastic-day-dress-black-c1821c0am-q11.html,Calvin Klein,"CONTRAST TAPE ELASTIC  ",74.99,2,black,Rib,"92% modal, 8% elastane",,"Do not tumble dry, Hand wash only",,,,Bodycon dresses,Round neckline,Plain,,Short,Sleeveless,Sleeveless,"36.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,alternative
2644,3533,,https://www.zalando.co.uk/closet-kimono-side-slit-midi-dress-day-dress-ivory-cl921c0uh-t11.html,Closet,"KIMONO SIDE SLIT MIDI DRESS ",89.99,3,white multi-coloured,,"90% polyester, 10% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Round neckline,Floral,,Knee length,Elbow length,Elbow length,"41.5 "" (Size 10)",Slim Fit,Slim fit,,"14.5 "" (Size 10)",No,No,No,No,No,girly
2645,3534,,https://www.zalando.co.uk/gap-tall-zen-midi-dress-day-dress-burgundy-gah21c01g-g11.html,GAP,"ZEN MIDI DRESS ",39.94,1,burgundy,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,,Low v-neck,Polka dot,,Calf length,Extra short,Short,"49.0 "" (Size S)",Regular Fit,Regular fit,,"16.0 "" (Size S)",No,No,No,No,No,girly
2646,3535,,https://www.zalando.co.uk/Hugo Boss-day-dress-beige-bb121c0ec-b11.html,Hugo Boss,Day dress,219.0,5,white multi-coloured,,"54% acetate, 46% viscose",,"Do not tumble dry, Hand wash only, Dry cleanable",,,Laces,,Low v-neck,Floral,,Knee length,Short,Short,,Loose Fit,Loose fit,,,No,No,No,No,No,unknown
2647,3536,,https://www.zalando.co.uk/summery-copenhagen-alex-string-dress-day-dress-shell-pink-cec21c047-h11.html,SUMMERY Copenhagen,"ALEX STRING DRESS ",174.99,4,pastel orange,,100% cotton,,,,,,,Spaghetti straps,,"Bust darts, adjustable straps",Maxi/long,Spaghetti straps,Spaghetti straps,"49.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,Yes,girly
2648,3537,,https://www.zalando.co.uk/retrofete-gabrielle-robe-cocktail-dress-party-dress-plum-r0w21c007-i11.html,retrofÃªte,"GABRIELLE ROBE ",455.0,5,burgundy,,100% viscose,100% viscose,Dry clean only,,,Belt,Wrap dresses,Low v-neck,Plain,Sequins,Short,"23.5 "" (Size S)",Long,"33.5 "" (Size S)",Regular Fit,Regular fit,Our model is 6'  tall and is wearing size S,"15.5 "" (Size S)",No,No,yes,No,No,girly
2649,3538,,https://www.zalando.co.uk/hugo-cocktail-dress-party-dress-natural-hu721c0i6-a11.html,HUGO,Cocktail dress / Party dress,225.0,5,white,,100% polyester,100% polyester,"Do not tumble dry, Dry cleanable, Machine wash on gentle cycle",,,,,V-neck,Prints in general,Slip,Knee length,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No,girly
2650,3539,,https://www.zalando.co.uk/cinq-a-sept-tumbled-daisy-kacy-dress-day-dress-raspberrymulti-cig21c016-q11.html,Cinq Ã  Sept,"TUMBLED DAISY KACY DRESS ",335.0,5,black/red,Satin,100% polyester,100% polyester,Dry clean only,,,Zip,Wrap dresses,Low v-neck,Floral,"Slip, bow",Calf length,Elbow length,Elbow length,"48.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,casual chic
2651,3540,,https://www.zalando.co.uk/puma-downtown-dress-day-dress-arctic-ice-pu121c02i-k11.html,Puma,"DOWNTOWN DRESS ",64.99,2,pastel blue,Jersey,"70% cotton, 30% polyester",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,,,Short,Short,Short,"31.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,sporty
2652,3541,,https://www.zalando.co.uk/missguided-ruched-puff-sleeve-mini-dress-cocktail-dress-party-dress-black-m0q21c23n-q11.html,Missguided,"RUCHED PUFF SLEEVE MINI DRESS ",37.99,1,black,Satin,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,Zip,Bodycon dresses,Square neckline,Plain,Bow,Extra short,"26.0 "" (Size 8)",Long,"32.5 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","13.0 "" (Size 8)",No,No,No,No,Yes,casual chic
2653,3542,,https://www.zalando.co.uk/rvca-fade-out-dress-day-dress-indigo-rv421c006-k11.html,RVCA,"FADE OUT DRESS ",54.99,2,blue,Jersey,"95% cotton, 5% elastane",,Machine wash at 30Â°C,,,,Accentuating the waist,Round neckline,Striped,Elasticated waist,Short,Short,Short,"36.5 "" (Size S)",Fitted waist,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,alternative
2654,3543,,https://www.zalando.co.uk/in-the-style-dani-dyer-wrap-mini-dress-day-dress-black-i0421c01u-q11.html,IN THE STYLE,"DANI DYER WRAP MINI DRESS ",46.99,2,black,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Belt,Wrap dresses,Low v-neck,Floral,,Short,"23.0 "" (Size 8)",Long,"32.5 "" (Size 8)",Regular Fit,Regular fit,,"15.5 "" (Size 8)",No,No,No,No,No,casual chic
2655,3544,,https://www.zalando.co.uk/esqualo-day-dress-beige-esm21c027-b11.html,Esqualo,"DREAMY PALETTE ",104.99,3,orange,Chiffon,100% viscose,100% viscose,"Machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Prints in general,Slip,Short,"26.0 "" (Size 8)",Long,"39.0 "" (Size 8)",Regular Fit,Regular fit,,"17.5 "" (Size 8)",No,No,No,No,No,trendy
2656,3545,,https://www.zalando.co.uk/lauren-ralph-lauren-amalian-occasion-wear-royal-cobalt-l4221c1a8-k11.html,Ralph Lauren,"AMALIAN ",244.99,5,blue,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Plain,Slip,Maxi/long,Sleeveless,Sleeveless,"61.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,No,classic
2657,3546,,https://www.zalando.co.uk/noisy-may-nmemilia-dress-day-dress-medium-grey-denim-nm321c0i6-c11.html,Noisy May,"NMEMILIA DRESS ",30.99,1,grey,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Round neckline,,,Extra short,Short,Short,"35.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No,alternative
2658,3547,,https://www.zalando.co.uk/naf-naf-odile-day-dress-noir-na521c18e-q11.html,NAF NAF,"ODILE ",39.99,1,black,Rib,"92% polyester, 8% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,,Calf length,Sleeveless,Sleeveless,"49.5 "" (Size 12)",Slim Fit,Slim fit,,,No,No,No,No,No,unknown
2659,3548,,https://www.zalando.co.uk/gestuz-rifagz-puff-dress-day-dress-black-ge221c07o-q11.html,Gestuz,"RIFAGZ PUFF DRESS ",99.99,3,black,Sweat,"94% viscose, 6% elastane",,,Standing collar,,,Bodycon dresses,,Plain,,Knee length,"24.0 "" (Size S)",Long,"39.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,classic
2660,3549,,https://www.zalando.co.uk/jarlo-cocktail-dress-party-dress-black-j3121c07r-q11.html,Jarlo,Cocktail dress / Party dress,179.99,4,black,Lace,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, Do not wash",,,Zip,,Strapless,,"Padded bust, slip, wired bustier",Short,Strapless,Strapless,"25.5 "" (Size 8)",Regular Fit,Regular fit,,,No,No,No,No,No,alternative
2661,3550,,https://www.zalando.co.uk/wal-g-gary-dress-cocktail-dress-party-dress-electric-blue-wg021c0r8-k11.html,WAL G.,"GARY DRESS ",34.99,1,electric blue,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Low round neckline,Plain,,Short,Short,Short,"37.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,Yes,alternative
2662,3551,,https://www.zalando.co.uk/cinq-a-sept-ashley-dress-2-in-1-day-dress-blackwhite-cig21c00v-q11.html,Cinq Ã  Sept,ASHLEY DRESS 2,315.0,5,black/white,,"69% triacetate, 31% polyester","95% polyester, 5% elastane",Dry clean only,Shirt collar,,Zip,,V-neck,,"Inseam pockets, bust darts, slip",Short,"24.5 "" (Size 8)",Long,"33.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,yes,No,No,No,girly
2663,3552,,https://www.zalando.co.uk/mascara-occasion-wear-spring-m0921c0eb-j11.html,Mascara,Occasion wear,199.99,4,pastel pink,"Lace, tulle",100% polyester,,Do not tumble dry,,,Zip,,Spaghetti straps,Plain,"Padded bust, slip, rhinestones",Maxi/long,Spaghetti straps,Spaghetti straps,"60.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",yes,No,yes,No,Yes,girly
2664,3553,,https://www.zalando.co.uk/yas-yasevelynn-sequin-dress-vip-cocktail-dress-party-dress-black-y0121c1qx-q11.html,Yas,"YASEVELYNN SEQUIN DRESS VIP ",69.99,2,black,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,Zip,,,Plain,Sequins,Short,"17.0 "" (Size S)",Elbow length,"33.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,yes,No,No,edgy
